# Source https://wwwndc.jaea.go.jp/nucldata/mass/KTUY05_m246.dat
# Koura, Hiroyuki, et al. "Nuclidic mass formula on a spherical basis with an improved even-odd term." Progress of theoretical physics 113.2 (2005): 305-325.
#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
  114  156 164.96  -4.48  0.148 -0.022 -0.013
  114  157 165.44  -4.56  0.142 -0.022 -0.013
  114  158 164.26  -4.64  0.133 -0.036 -0.006
  114  159 164.95  -4.75  0.125 -0.045  0.000
  114  160 163.97  -4.88  0.121 -0.049  0.002
  114  161 164.91  -4.97  0.122 -0.051  0.004
  114  162 164.19  -5.07  0.119 -0.057  0.007
  114  163 165.42  -5.10  0.127 -0.049  0.004
  114  164 164.94  -5.19  0.119 -0.057  0.008
  114  165 166.37  -5.25  0.121 -0.060  0.010
  114  166 166.17  -5.29  0.121 -0.060  0.010
  114  167 168.02  -5.15  0.118 -0.063  0.013
  114  168 167.96  -5.28  0.003  0.000 -0.001
  114  169 169.69  -5.47  0.003  0.000  0.000
  114  170 169.77  -5.67  0.003  0.000 -0.001
  114  171 171.68  -5.90  0.003  0.000 -0.001
  114  172 171.92  -6.16  0.003  0.000 -0.001
  114  173 173.96  -6.45  0.003  0.000 -0.001
  114  174 174.34  -6.79  0.003  0.000 -0.001
  114  175 176.51  -7.16  0.003  0.000 -0.001
  114  176 177.01  -7.59  0.003  0.000 -0.001
  114  177 179.28  -8.05  0.003  0.000 -0.001
  114  178 179.94  -8.53  0.002  0.000  0.000
  114  179 182.78  -8.62  0.003  0.000  0.000
  114  180 184.05  -8.69  0.003  0.000 -0.001
  114  181 187.10  -8.76  0.003  0.000  0.000
  114  182 188.54  -8.85  0.003  0.000 -0.001
  114  183 191.74  -8.96  0.002  0.000 -0.001
  114  184 193.35  -9.07  0.002  0.000  0.000
  114  185 197.84  -8.08  0.003  0.000 -0.001
  114  186 200.72  -7.11  0.003  0.000 -0.001
  114  187 205.32  -6.19  0.003  0.000 -0.002
  114  188 208.28  -5.32  0.003  0.000 -0.002
  114  189 212.79  -4.67  0.030  0.022  0.004
  114  190 215.62  -4.13  0.036  0.028  0.005
  114  191 220.12  -3.65  0.039  0.023  0.001
  114  192 222.77  -3.47  0.300  0.053 -0.005
  114  193 226.96  -3.48  0.309  0.057 -0.006
  114  194 229.58  -3.50  0.304  0.054 -0.003
  114  195 233.93  -3.51  0.306  0.057 -0.006
  114  196 236.73  -3.53  0.305  0.053 -0.004
  114  197 241.27  -3.52  0.309  0.050 -0.005
  114  198 244.26  -3.52  0.309  0.048 -0.007
  114  199 248.96  -3.52  0.309  0.046 -0.005
  114  200 252.12  -3.51  0.311  0.044 -0.007
  115  146 190.71  -0.19 -0.146  0.016  0.004
  115  147 189.30  -0.53 -0.147  0.017  0.005
  115  148 186.56  -0.88 -0.138  0.014  0.006
  115  149 183.03  -3.61  0.190 -0.022 -0.009
  115  150 180.73  -3.79  0.156  0.001 -0.015
  115  151 180.07  -3.91  0.154 -0.002 -0.014
  115  152 178.09  -4.03  0.153 -0.003 -0.017
  115  153 177.73  -4.10  0.150 -0.010 -0.012
  115  154 176.04  -4.20  0.148 -0.011 -0.013
  115  155 175.92  -4.28  0.146 -0.014 -0.013
  115  156 174.52  -4.33  0.144 -0.021 -0.008
  115  157 174.64  -4.42  0.143 -0.026 -0.010
  115  158 173.48  -4.48  0.139 -0.031 -0.002
  115  159 173.84  -4.57  0.134 -0.033  0.001
  115  160 172.89  -4.67  0.120 -0.049  0.004
  115  161 173.46  -4.78  0.115 -0.052  0.007
  115  162 172.77  -4.86  0.121 -0.051  0.005
  115  163 173.62  -4.91  0.126 -0.049  0.004
  115  164 173.15  -5.01  0.118 -0.058  0.010
  115  165 174.19  -5.10  0.008  0.007  0.005
  115  166 173.88  -5.27  0.013  0.009  0.003
  115  167 175.13  -5.38  0.014  0.009  0.002
  115  168 175.06  -5.52  0.022  0.011  0.001
  115  169 176.44  -5.72  0.027  0.009 -0.001
  115  170 176.52  -5.93  0.029  0.005 -0.001
  115  171 178.05  -6.19  0.032  0.001 -0.003
  115  172 178.32  -6.44  0.031 -0.002 -0.002
  115  173 180.05  -6.70  0.013  0.007  0.000
  115  174 180.46  -7.02  0.013  0.005 -0.001
  115  175 182.30  -7.38  0.011  0.003 -0.001
  115  176 182.83  -7.79  0.010  0.000 -0.002
  115  177 184.86  -8.16  0.005  0.000  0.000
  115  178 185.57  -8.59  0.002  0.000  0.000
  115  179 188.02  -8.74  0.007  0.005  0.001
  115  180 189.23  -8.87  0.011  0.004  0.000
  115  181 191.95  -8.95  0.010  0.000 -0.003
  115  182 193.42  -9.02  0.008  0.000 -0.002
  115  183 196.35  -9.07  0.005 -0.002  0.001
  115  184 198.02  -9.13  0.002  0.000  0.000
  115  185 202.09  -8.24  0.006  0.005  0.001
  115  186 204.78  -7.48  0.013  0.011  0.005
  115  187 209.04  -6.56  0.014  0.010  0.003
  115  188 211.88  -5.84  0.026  0.023  0.008
  115  189 216.10  -5.15  0.030  0.022  0.005
  115  190 218.98  -4.56  0.036  0.026  0.004
  115  191 223.18  -4.08  0.042  0.028  0.005
  115  192 225.85  -3.88  0.299  0.058 -0.005
  115  193 229.72  -3.90  0.304  0.057 -0.004
  115  194 232.36  -3.91  0.304  0.054 -0.003
  115  195 236.39  -3.93  0.308  0.054 -0.006
  115  196 239.21  -3.94  0.310  0.053 -0.006
  115  197 243.43  -3.95  0.310  0.050 -0.006
  115  198 246.43  -3.95  0.309  0.049 -0.007
  115  199 250.81  -3.94  0.310  0.047 -0.006
  115  200 253.99  -3.93  0.312  0.046 -0.007
  116  148 195.98  -0.70 -0.138  0.013  0.007
  116  149 193.01  -2.87  0.101 -0.030 -0.009
  116  150 189.67  -3.72  0.157  0.002 -0.013
  116  151 189.04  -3.82  0.157 -0.003 -0.016
  116  152 186.70  -3.93  0.153 -0.003 -0.017
  116  153 186.34  -4.02  0.151 -0.009 -0.013
  116  154 184.28  -4.11  0.151 -0.010 -0.016
  116  155 184.20  -4.17  0.147 -0.017 -0.011
  116  156 182.47  -4.19  0.140 -0.021 -0.006
  116  157 182.58  -4.30  0.144 -0.024 -0.010
  116  158 181.07  -4.36  0.140 -0.030 -0.004
  116  159 181.46  -4.42  0.134 -0.033  0.000
  116  160 180.17  -4.51  0.135 -0.038  0.000
  116  161 180.79  -4.58  0.131 -0.041  0.000
  116  162 179.75  -4.65  0.115 -0.054  0.008
  116  163 180.62  -4.71  0.126 -0.049  0.004
  116  164 179.58  -5.02  0.002  0.000  0.000
  116  165 180.55  -5.19  0.008  0.007  0.004
  116  166 179.80  -5.45  0.015  0.009  0.001
  116  167 180.87  -5.75  0.020  0.014  0.001
  116  168 180.41  -5.94  0.022  0.012  0.001
  116  169 181.80  -6.13  0.028  0.010 -0.002
  116  170 181.56  -6.33  0.031  0.004 -0.006
  116  171 183.11  -6.58  0.031  0.002 -0.007
  116  172 183.03  -6.83  0.029 -0.001 -0.007
  116  173 184.80  -7.07  0.020  0.006 -0.003
  116  174 184.92  -7.34  0.019  0.005 -0.003
  116  175 186.84  -7.64  0.014 -0.001 -0.002
  116  176 187.10  -7.98  0.012 -0.004 -0.002
  116  177 189.18  -8.32  0.009 -0.005  0.001
  116  178 189.60  -8.71  0.002  0.000  0.000
  116  179 192.05  -8.86  0.007  0.005  0.001
  116  180 192.87  -9.06  0.013  0.004 -0.001
  116  181 195.57  -9.17  0.013  0.000 -0.003
  116  182 196.74  -9.20  0.011 -0.004 -0.002
  116  183 199.73  -9.21  0.007 -0.003  0.000
  116  184 201.10  -9.25  0.002  0.000  0.000
  116  185 205.18  -8.36  0.006  0.005  0.002
  116  186 207.50  -7.63  0.013  0.012  0.002
  116  187 211.48  -7.02  0.020  0.019  0.008
  116  188 214.03  -6.26  0.022  0.013  0.000
  116  189 218.23  -5.61  0.030  0.021  0.004
  116  190 220.83  -4.99  0.035  0.022  0.001
  116  191 225.07  -4.47  0.039  0.022  0.000
  116  192 227.41  -4.29  0.303  0.057 -0.007
  116  193 231.28  -4.32  0.306  0.058 -0.008
  116  194 233.61  -4.33  0.306  0.060 -0.007
  116  195 237.66  -4.34  0.308  0.053 -0.007
  116  196 240.16  -4.36  0.310  0.052 -0.007
  116  197 244.39  -4.37  0.308  0.050 -0.008
  116  198 247.08  -4.36  0.310  0.050 -0.008
  116  199 251.50  -4.35  0.313  0.045 -0.007
  116  200 254.36  -4.34  0.310  0.044 -0.006
  117  150 200.91  -3.67  0.160  0.000 -0.014
  117  151 199.92  -3.76  0.160 -0.002 -0.016
  117  152 197.61  -3.86  0.155 -0.006 -0.015
  117  153 196.90  -3.93  0.150 -0.010 -0.012
  117  154 194.85  -4.02  0.150 -0.011 -0.016
  117  155 194.42  -4.07  0.147 -0.016 -0.012
  117  156 192.70  -4.09  0.141 -0.020 -0.007
  117  157 192.47  -4.18  0.144 -0.024 -0.010
  117  158 190.98  -4.22  0.140 -0.030 -0.004
  117  159 191.03  -4.28  0.135 -0.033  0.000
  117  160 189.77  -4.34  0.132 -0.035  0.000
  117  161 190.04  -4.40  0.130 -0.040  0.003
  117  162 189.03  -4.46  0.126 -0.043  0.006
  117  163 189.56  -4.50  0.127 -0.046  0.004
  117  164 188.16  -5.17  0.002  0.000  0.000
  117  165 188.80  -5.34  0.008  0.006  0.004
  117  166 188.08  -5.57  0.015  0.009  0.000
  117  167 188.81  -5.86  0.021  0.013  0.002
  117  168 188.18  -6.24  0.027  0.014  0.000
  117  169 189.15  -6.51  0.029  0.012 -0.002
  117  170 188.93  -6.69  0.032  0.006 -0.007
  117  171 190.15  -6.93  0.031  0.002 -0.007
  117  172 190.10  -7.17  0.030 -0.001 -0.008
  117  173 191.52  -7.41  0.027 -0.008 -0.003
  117  174 191.64  -7.69  0.023  0.000 -0.006
  117  175 193.29  -7.93  0.020 -0.002 -0.002
  117  176 193.61  -8.22  0.014 -0.008  0.000
  117  177 195.41  -8.50  0.008 -0.006  0.002
  117  178 195.84  -8.89  0.002  0.000  0.000
  117  179 197.97  -9.04  0.007  0.005  0.002
  117  180 198.80  -9.23  0.013  0.004 -0.001
  117  181 201.18  -9.33  0.012 -0.001 -0.004
  117  182 202.33  -9.40  0.012 -0.006  0.000
  117  183 205.01  -9.39  0.007 -0.003  0.000
  117  184 206.39  -9.43  0.002  0.000  0.000
  117  185 210.14  -8.53  0.006  0.005  0.002
  117  186 212.53  -7.76  0.012  0.010  0.000
  117  187 216.22  -7.12  0.019  0.017  0.004
  117  188 218.63  -6.50  0.024  0.015  0.002
  117  189 222.35  -6.02  0.030  0.021  0.002
  117  190 224.99  -5.37  0.034  0.022  0.001
  117  191 228.93  -4.83  0.039  0.021  0.000
  117  192 231.23  -4.70  0.305  0.060 -0.008
  117  193 234.79  -4.72  0.310  0.059 -0.006
  117  194 237.14  -4.73  0.310  0.060 -0.008
  117  195 240.86  -4.75  0.312  0.056 -0.010
  117  196 243.38  -4.76  0.311  0.052 -0.009
  117  197 247.30  -4.77  0.314  0.052 -0.009
  117  198 250.00  -4.77  0.310  0.049 -0.009
  117  199 254.09  -4.77  0.313  0.048 -0.011
  117  200 256.99  -4.74  0.318  0.047 -0.010
  118  153 206.20  -3.86  0.155 -0.008 -0.018
  118  154 203.82  -3.93  0.154 -0.012 -0.017
  118  155 203.42  -3.95  0.148 -0.019 -0.009
  118  156 201.32  -3.99  0.144 -0.022 -0.008
  118  157 201.14  -4.04  0.143 -0.026 -0.006
  118  158 199.29  -4.09  0.140 -0.030 -0.004
  118  159 199.37  -4.13  0.135 -0.033  0.000
  118  160 197.76  -4.18  0.135 -0.037  0.000
  118  161 198.06  -4.23  0.133 -0.040  0.000
  118  162 196.72  -4.26  0.127 -0.043  0.005
  118  163 196.87  -4.70  0.008 -0.004  0.002
  118  164 195.11  -5.39  0.002  0.000  0.000
  118  165 195.78  -5.53  0.007  0.006  0.000
  118  166 194.75  -5.72  0.014  0.007  0.000
  118  167 195.51  -6.00  0.021  0.012  0.001
  118  168 194.56  -6.34  0.027  0.013 -0.001
  118  169 195.45  -6.71  0.030  0.011 -0.004
  118  170 194.74  -7.04  0.033  0.006 -0.008
  118  171 196.01  -7.24  0.032  0.003 -0.008
  118  172 195.63  -7.46  0.030 -0.001 -0.008
  118  173 197.13  -7.65  0.029 -0.001 -0.008
  118  174 196.92  -7.92  0.023 -0.006 -0.003
  118  175 198.50  -8.23  0.019 -0.009  0.000
  118  176 198.51  -8.49  0.016 -0.009  0.003
  118  177 200.37  -8.73  0.008 -0.007  0.004
  118  178 200.47  -9.12  0.002  0.000  0.000
  118  179 202.62  -9.26  0.007  0.004  0.001
  118  180 203.14  -9.44  0.012  0.002 -0.002
  118  181 205.51  -9.56  0.012 -0.001 -0.004
  118  182 206.33  -9.63  0.012 -0.006  0.000
  118  183 209.02  -9.62  0.007 -0.003  0.000
  118  184 210.08  -9.66  0.002  0.000  0.000
  118  185 213.85  -8.76  0.006  0.005  0.001
  118  186 215.96  -7.94  0.013  0.010  0.001
  118  187 219.71  -7.25  0.019  0.016  0.004
  118  188 221.82  -6.62  0.024  0.015  0.000
  118  189 225.60  -6.08  0.030  0.020  0.002
  118  190 227.75  -5.60  0.034  0.020  0.000
  118  191 231.59  -5.18  0.042  0.032  0.008
  118  192 233.53  -5.10  0.308  0.059 -0.006
  118  193 237.11  -5.12  0.308  0.059 -0.010
  118  194 239.11  -5.14  0.310  0.059 -0.011
  118  195 242.87  -5.16  0.311  0.056 -0.010
  118  196 245.07  -5.17  0.311  0.052 -0.009
  118  197 249.01  -5.18  0.309  0.052 -0.009
  118  198 251.40  -5.18  0.312  0.051 -0.011
  118  199 255.52  -5.17  0.311  0.051 -0.011
  118  200 258.08  -5.16  0.314  0.046 -0.011
  119  155 214.30  -3.89  0.153 -0.016 -0.017
  119  156 212.23  -3.90  0.145 -0.022 -0.009
  119  157 211.72  -3.93  0.143 -0.026 -0.006
  119  158 209.88  -3.97  0.140 -0.030 -0.004
  119  159 209.61  -4.01  0.141 -0.031 -0.009
  119  160 208.03  -4.04  0.137 -0.037 -0.002
  119  161 208.00  -4.07  0.133 -0.040  0.000
  119  162 206.36  -4.41  0.015 -0.010  0.004
  119  163 206.03  -4.98  0.008 -0.004  0.002
  119  164 204.28  -5.66  0.002  0.000  0.000
  119  165 204.64  -5.76  0.006  0.002  0.000
  119  166 203.67  -5.91  0.013  0.008  0.001
  119  167 204.12  -6.16  0.021  0.012  0.001
  119  168 203.21  -6.47  0.026  0.012  0.000
  119  169 203.78  -6.81  0.030  0.009 -0.004
  119  170 203.06  -7.17  0.033  0.005 -0.007
  119  171 203.88  -7.47  0.033  0.001 -0.007
  119  172 203.52  -7.69  0.033  0.000 -0.006
  119  173 204.67  -7.89  0.032 -0.007 -0.002
  119  174 204.51  -8.11  0.025 -0.010 -0.002
  119  175 205.79  -8.40  0.021 -0.011  0.003
  119  176 205.77  -8.70  0.014 -0.010  0.005
  119  177 207.22  -9.02  0.008 -0.007  0.004
  119  178 207.32  -9.41  0.002  0.000  0.000
  119  179 209.16  -9.53  0.006  0.002  0.000
  119  180 209.74  -9.66  0.010  0.000 -0.002
  119  181 211.79  -9.77  0.011 -0.003  0.000
  119  182 212.57  -9.89  0.012 -0.006  0.000
  119  183 214.91  -9.91  0.007 -0.003  0.002
  119  184 215.97  -9.95  0.002  0.000  0.000
  119  185 219.46  -9.01  0.006  0.002  0.000
  119  186 221.63  -8.15  0.013  0.010  0.001
  119  187 225.12  -7.40  0.018  0.013  0.002
  119  188 227.25  -6.75  0.024  0.015  0.000
  119  189 230.78  -6.15  0.029  0.016 -0.001
  119  190 233.00  -5.61  0.034  0.020  0.000
  119  191 236.53  -5.18  0.039  0.023  0.000
  119  192 238.57  -5.01  0.050  0.041  0.012
  119  193 241.34  -5.52  0.314  0.058 -0.007
  119  194 243.36  -5.55  0.313  0.058 -0.011
  119  195 246.80  -5.57  0.312  0.057 -0.010
  119  196 249.03  -5.56  0.312  0.055 -0.011
  119  197 252.65  -5.57  0.311  0.052 -0.012
  119  198 255.05  -5.58  0.315  0.050 -0.011
  119  199 258.85  -5.58  0.314  0.050 -0.011
  119  200 261.44  -5.56  0.317  0.049 -0.013
  120  157 221.03  -3.86  0.147 -0.026 -0.010
  120  158 218.89  -3.85  0.140 -0.030 -0.004
  120  159 218.63  -3.88  0.144 -0.034 -0.008
  120  160 216.72  -3.89  0.136 -0.037 -0.002
  120  161 216.56  -4.06  0.023 -0.013  0.004
  120  162 214.44  -4.53  0.013 -0.007  0.001
  120  163 214.03  -5.19  0.002  0.000 -0.002
  120  164 211.82  -5.99  0.002  0.000  0.000
  120  165 212.25  -6.03  0.003  0.000  0.000
  120  166 210.98  -6.13  0.013  0.009  0.001
  120  167 211.48  -6.33  0.020  0.012  0.001
  120  168 210.28  -6.59  0.024  0.009  0.000
  120  169 210.89  -6.91  0.029  0.009 -0.005
  120  170 209.82  -7.27  0.033  0.006 -0.008
  120  171 210.69  -7.55  0.033  0.002 -0.006
  120  172 209.88  -7.87  0.032 -0.006 -0.006
  120  173 211.00  -8.11  0.032 -0.007 -0.002
  120  174 210.55  -8.30  0.026 -0.013  0.001
  120  175 211.91  -8.51  0.026 -0.012  0.002
  120  176 211.57  -8.79  0.013 -0.007  0.002
  120  177 212.90  -9.24  0.003  0.000 -0.001
  120  178 212.56  -9.75  0.002  0.000  0.000
  120  179 214.46  -9.82  0.003  0.000  0.000
  120  180 214.78  -9.88  0.003  0.000 -0.001
  120  181 216.88  -9.95  0.003  0.000  0.000
  120  182 217.36 -10.05  0.003  0.000 -0.001
  120  183 219.62 -10.17  0.002 -0.001  0.000
  120  184 220.27 -10.30  0.002  0.000  0.000
  120  185 223.83  -9.30  0.003  0.000 -0.002
  120  186 225.73  -8.37  0.013  0.010  0.002
  120  187 229.28  -7.58  0.018  0.012  0.003
  120  188 231.16  -6.87  0.023  0.015  0.000
  120  189 234.75  -6.22  0.028  0.015 -0.002
  120  190 236.70  -5.63  0.034  0.018  0.000
  120  191 240.22  -5.23  0.043  0.033  0.010
  120  192 241.98  -5.02  0.051  0.040  0.012
  120  193 245.40  -4.90  0.056  0.044  0.013
  120  194 246.08  -5.95  0.318  0.058 -0.012
  120  195 249.53  -5.97  0.316  0.056 -0.011
  120  196 251.45  -5.97  0.317  0.056 -0.012
  120  197 255.08  -5.98  0.318  0.057 -0.014
  120  198 257.18  -5.97  0.316  0.050 -0.011
  120  199 261.00  -5.97  0.318  0.050 -0.011
  120  200 263.28  -5.95  0.317  0.048 -0.013
  121  160 227.53  -3.90  0.031 -0.018  0.004
  121  161 226.85  -4.24  0.023 -0.013  0.004
  121  162 224.76  -4.69  0.014 -0.007  0.001
  121  163 224.02  -5.33  0.006 -0.002  0.000
  121  164 221.90  -6.04  0.002  0.000  0.000
  121  165 221.91  -6.17  0.007  0.006  0.002
  121  166 220.57  -6.35  0.013  0.009  0.002
  121  167 220.77  -6.51  0.019  0.010 -0.001
  121  168 219.62  -6.73  0.024  0.008 -0.004
  121  169 219.96  -6.98  0.026  0.004 -0.002
  121  170 218.87  -7.36  0.032  0.004 -0.008
  121  171 219.41  -7.63  0.031 -0.001 -0.004
  121  172 218.62  -7.95  0.032 -0.007 -0.007
  121  173 219.38  -8.21  0.030 -0.010 -0.001
  121  174 218.85  -8.48  0.027 -0.014  0.003
  121  175 219.90  -8.67  0.027 -0.015  0.003
  121  176 219.62  -8.91  0.013 -0.007  0.002
  121  177 220.66  -9.31  0.006 -0.003  0.000
  121  178 220.38  -9.77  0.002  0.000  0.000
  121  179 221.90  -9.91  0.007  0.005  0.001
  121  180 222.14 -10.04  0.011  0.004  0.000
  121  181 223.93 -10.11  0.011  0.003 -0.002
  121  182 224.45 -10.18  0.010  0.000 -0.003
  121  183 226.45 -10.22  0.006 -0.003  0.000
  121  184 227.17 -10.29  0.002  0.000  0.000
  121  185 230.32  -9.39  0.006  0.005  0.002
  121  186 232.11  -8.58  0.013  0.010  0.001
  121  187 235.39  -7.74  0.018  0.010  0.000
  121  188 237.33  -6.98  0.021  0.011  0.000
  121  189 240.65  -6.28  0.028  0.015  0.000
  121  190 242.66  -5.64  0.034  0.019  0.000
  121  191 245.83  -5.27  0.043  0.033  0.010
  121  192 247.64  -5.03  0.051  0.040  0.012
  121  193 250.76  -4.88  0.060  0.045  0.012
  121  194 252.63  -4.77  0.061  0.044  0.008
  121  195 255.88  -4.68  0.065  0.046  0.007
  121  196 258.00  -4.48  0.067  0.044  0.006
  121  197 259.42  -6.39  0.319  0.053 -0.012
  121  198 261.53  -6.39  0.321  0.053 -0.012
  121  199 265.05  -6.37  0.320  0.050 -0.016
  121  200 267.35  -6.36  0.321  0.051 -0.012
  122  162 233.46  -4.89  0.014 -0.007  0.000
  122  163 232.78  -5.48  0.007 -0.005  0.001
  122  164 230.37  -6.14  0.002  0.000  0.000
  122  165 230.40  -6.26  0.007  0.005  0.000
  122  166 228.70  -6.44  0.014  0.009  0.000
  122  167 228.86  -6.66  0.018  0.006 -0.002
  122  168 227.43  -6.82  0.021  0.001 -0.004
  122  169 227.80  -7.05  0.024  0.001 -0.003
  122  170 226.48  -7.33  0.025 -0.001 -0.002
  122  171 226.95  -7.67  0.030 -0.004 -0.007
  122  172 225.81  -8.00  0.032 -0.007 -0.007
  122  173 226.56  -8.29  0.030 -0.010 -0.001
  122  174 225.70  -8.56  0.028 -0.015  0.002
  122  175 226.72  -8.79  0.022 -0.012  0.002
  122  176 226.08  -9.06  0.014 -0.007  0.000
  122  177 227.18  -9.41  0.009 -0.005  0.002
  122  178 226.62  -9.82  0.002  0.000  0.000
  122  179 228.15  -9.96  0.007  0.005  0.001
  122  180 228.04 -10.12  0.012  0.002 -0.002
  122  181 229.77 -10.25  0.013  0.000 -0.003
  122  182 230.00 -10.28  0.011 -0.004 -0.002
  122  183 232.06 -10.29  0.007 -0.003  0.000
  122  184 232.48 -10.33  0.002  0.000  0.000
  122  185 235.65  -9.42  0.006  0.005  0.001
  122  186 237.12  -8.61  0.012  0.009  0.001
  122  187 240.34  -7.84  0.016  0.007 -0.001
  122  188 241.98  -7.06  0.021  0.011  0.000
  122  189 245.34  -6.34  0.023  0.004 -0.004
  122  190 247.08  -5.65  0.034  0.020  0.002
  122  191 250.24  -5.31  0.043  0.034  0.010
  122  192 251.74  -5.06  0.050  0.042  0.013
  122  193 254.93  -4.87  0.058  0.045  0.011
  122  194 256.44  -4.78  0.072  0.043  0.008
  122  195 259.70  -4.71  0.071  0.044  0.004
  122  196 261.38  -4.64  0.070  0.044  0.003
  122  197 264.86  -4.51  0.071  0.041  0.002
  122  198 264.36  -6.80  0.324  0.052 -0.015
  122  199 267.89  -6.79  0.326  0.051 -0.011
  122  200 269.87  -6.79  0.320  0.049 -0.011
  123  164 241.05  -6.29  0.002  0.000  0.000
  123  165 240.78  -6.36  0.007  0.003  0.000
  123  166 239.13  -6.51  0.013  0.006 -0.001
  123  167 239.00  -6.67  0.015  0.002 -0.002
  123  168 237.49  -6.92  0.021  0.001 -0.004
  123  169 237.55  -7.13  0.021  0.000 -0.003
  123  170 236.28  -7.36  0.024 -0.005 -0.005
  123  171 236.51  -7.61  0.024 -0.004 -0.003
  123  172 235.38  -7.93  0.026 -0.008 -0.003
  123  173 235.72  -8.30  0.028 -0.011  0.000
  123  174 234.85  -8.59  0.026 -0.012  0.000
  123  175 235.50  -8.86  0.021 -0.011  0.002
  123  176 234.81  -9.18  0.014 -0.009  0.003
  123  177 235.60  -9.52  0.008 -0.007  0.004
  123  178 235.05  -9.93  0.002  0.000  0.000
  123  179 236.28 -10.03  0.006  0.002  0.000
  123  180 236.22 -10.15  0.012  0.002 -0.002
  123  181 237.65 -10.27  0.012 -0.001 -0.001
  123  182 237.82 -10.37  0.012 -0.006  0.000
  123  183 239.55 -10.38  0.007 -0.003  0.002
  123  184 239.98 -10.42  0.002  0.000  0.000
  123  185 242.87  -9.46  0.006  0.004  0.000
  123  186 244.41  -8.61  0.012  0.007 -0.001
  123  187 247.36  -7.79  0.016  0.006 -0.004
  123  188 249.01  -7.01  0.020  0.007 -0.004
  123  189 251.98  -6.35  0.022  0.000 -0.005
  123  190 253.74  -5.67  0.034  0.020  0.003
  123  191 256.56  -5.35  0.043  0.034  0.010
  123  192 258.03  -5.13  0.052  0.044  0.015
  123  193 260.95  -4.90  0.058  0.046  0.012
  123  194 262.50  -4.80  0.075  0.043  0.008
  123  195 265.42  -4.74  0.076  0.042  0.006
  123  196 267.12  -4.67  0.078  0.043  0.002
  123  197 270.23  -4.60  0.076  0.044  0.000
  123  198 272.09  -4.54  0.077  0.042  0.000
  123  199 275.42  -4.43  0.080  0.040 -0.005
  123  200 277.53  -4.30  0.082  0.037 -0.005
  124  167 247.93  -6.68  0.013 -0.001  0.000
  124  168 246.16  -6.84  0.016 -0.003  0.000
  124  169 246.24  -7.03  0.017 -0.006  0.000
  124  170 244.63  -7.27  0.018 -0.008  0.000
  124  171 244.90  -7.50  0.019 -0.008  0.000
  124  172 243.47  -7.79  0.021 -0.010  0.002
  124  173 243.86  -8.11  0.020 -0.011  0.002
  124  174 242.57  -8.48  0.021 -0.011  0.002
  124  175 243.11  -8.88  0.019 -0.012  0.002
  124  176 242.08  -9.21  0.013 -0.009  0.003
  124  177 242.88  -9.56  0.004 -0.002  0.001
