#Utama, Raditya, and Jorge Piekarewicz. "Refining mass formulas for astrophysical applications: A Bayesian neural network approach." Physical Review C 96.4 (2017): 044308.
#DZ10
#   BNN-Refined Duflo-Zuker Model (6931 nuclei)                     
#   -------------------------------------------                     
#    Z    N         B(MeV)              S1n(MeV)            S2n(MeV)
   83   92   1320.007 0.108D+01    12.880 0.678D-01    24.110 0.142D+00
   83   93   1330.884 0.888D+00    10.876 0.589D-01    23.756 0.127D+00
   83   94   1343.382 0.787D+00    12.497 0.485D-01    23.372 0.107D+00
   83   95   1353.939 0.746D+00    10.555 0.380D-01    23.052 0.863D-01
   83   96   1366.071 0.727D+00    12.131 0.284D-01    22.687 0.660D-01
   83   97   1376.326 0.701D+00    10.255 0.211D-01    22.386 0.488D-01
   83   98   1388.130 0.656D+00    11.804 0.173D-01    22.059 0.374D-01
   83   99   1398.029 0.592D+00     9.899 0.170D-01    21.703 0.334D-01
   83  100   1409.506 0.514D+00    11.478 0.185D-01    21.376 0.350D-01
   83  101   1419.226 0.431D+00     9.720 0.199D-01    21.197 0.381D-01
   83  102   1430.399 0.355D+00    11.174 0.205D-01    20.893 0.402D-01
   83  103   1439.858 0.297D+00     9.459 0.201D-01    20.633 0.404D-01
   83  104   1450.733 0.268D+00    10.875 0.187D-01    20.334 0.387D-01
   83  105   1459.934 0.267D+00     9.201 0.167D-01    20.076 0.354D-01
   83  106   1470.500 0.284D+00    10.567 0.142D-01    19.768 0.308D-01
   83  107   1479.421 0.303D+00     8.921 0.116D-01    19.488 0.257D-01
   83  108   1489.666 0.318D+00    10.245 0.928D-02    19.166 0.207D-01
   83  109   1498.303 0.322D+00     8.636 0.773D-02    18.881 0.167D-01
   83  110   1508.349 0.316D+00    10.046 0.728D-02    18.683 0.146D-01
   83  111   1516.683 0.301D+00     8.333 0.785D-02    18.380 0.147D-01
   83  112   1526.281 0.277D+00     9.598 0.907D-02    17.931 0.166D-01
   83  113   1534.650 0.249D+00     8.369 0.106D-01    17.967 0.195D-01
   83  114   1544.308 0.223D+00     9.658 0.123D-01    18.027 0.227D-01
   83  115   1552.481 0.211D+00     8.173 0.137D-01    17.831 0.258D-01
   83  116   1561.888 0.219D+00     9.407 0.143D-01    17.580 0.279D-01
   83  117   1569.758 0.244D+00     7.869 0.139D-01    17.276 0.281D-01
   83  118   1578.820 0.274D+00     9.062 0.123D-01    16.931 0.260D-01
   83  119   1586.456 0.297D+00     7.636 0.105D-01    16.698 0.224D-01
   83  120   1595.238 0.306D+00     8.782 0.978D-02    16.418 0.196D-01
   83  121   1602.548 0.303D+00     7.310 0.108D-01    16.092 0.200D-01
   83  122   1610.967 0.291D+00     8.418 0.123D-01    15.728 0.227D-01
   83  123   1618.015 0.275D+00     7.047 0.132D-01    15.465 0.253D-01
   83  124   1626.139 0.261D+00     8.124 0.133D-01    15.170 0.263D-01
   83  125   1632.837 0.250D+00     6.698 0.129D-01    14.821 0.259D-01
   83  126   1640.567 0.245D+00     7.729 0.128D-01    14.427 0.253D-01
   83  127   1644.685 0.247D+00     4.118 0.131D-01    11.848 0.255D-01
   83  128   1649.871 0.259D+00     5.186 0.137D-01     9.304 0.265D-01
   83  129   1654.126 0.278D+00     4.255 0.142D-01     9.441 0.276D-01
   83  130   1659.442 0.299D+00     5.316 0.143D-01     9.571 0.281D-01
   83  131   1663.596 0.316D+00     4.154 0.147D-01     9.470 0.285D-01
   83  132   1668.735 0.326D+00     5.140 0.159D-01     9.294 0.299D-01
   83  133   1672.741 0.330D+00     4.006 0.181D-01     9.146 0.334D-01
   83  134   1677.723 0.335D+00     4.983 0.204D-01     8.989 0.381D-01
   83  135   1681.621 0.346D+00     3.899 0.218D-01     8.882 0.418D-01
   83  136   1686.472 0.363D+00     4.852 0.216D-01     8.752 0.428D-01
   83  137   1690.281 0.377D+00     3.809 0.217D-01     8.661 0.421D-01
   83  138   1695.004 0.386D+00     4.724 0.267D-01     8.533 0.465D-01
   83  139   1698.687 0.416D+00     3.682 0.392D-01     8.406 0.645D-01
   83  140   1703.248 0.527D+00     4.560 0.568D-01     8.242 0.952D-01
   83  141   1706.776 0.761D+00     3.525 0.765D-01     8.085 0.133D+00
   83  142   1711.125 0.111D+01     4.346 0.958D-01     7.871 0.172D+00
   83  143   1714.421 0.156D+01     3.293 0.112D+00     7.639 0.208D+00
   83  144   1718.744 0.206D+01     4.318 0.125D+00     7.611 0.237D+00
   83  145   1722.151 0.261D+01     3.403 0.133D+00     7.721 0.258D+00
   83  146   1726.315 0.318D+01     4.160 0.136D+00     7.563 0.269D+00
   83  147   1729.491 0.374D+01     3.171 0.136D+00     7.331 0.272D+00
   83  148   1733.394 0.429D+01     3.898 0.133D+00     7.069 0.269D+00
   83  149   1736.310 0.482D+01     2.913 0.129D+00     6.811 0.262D+00
   83  150   1739.908 0.531D+01     3.594 0.124D+00     6.507 0.252D+00
   83  151   1742.535 0.578D+01     2.623 0.119D+00     6.218 0.243D+00
   83  152   1745.818 0.621D+01     3.281 0.116D+00     5.904 0.235D+00
   83  153   1748.157 0.662D+01     2.336 0.112D+00     5.616 0.228D+00
   83  154   1751.109 0.701D+01     2.950 0.108D+00     5.286 0.220D+00
   83  155   1753.125 0.736D+01     2.015 0.103D+00     4.965 0.211D+00
   83  156   1755.739 0.767D+01     2.612 0.960D-01     4.627 0.199D+00
   83  157   1757.446 0.793D+01     1.705 0.868D-01     4.317 0.182D+00
   83  158   1759.734 0.813D+01     2.287 0.768D-01     3.991 0.163D+00
   83  159   1761.157 0.827D+01     1.421 0.691D-01     3.707 0.144D+00
   83  160   1763.148 0.835D+01     1.989 0.681D-01     3.410 0.135D+00
   83  161   1764.325 0.836D+01     1.175 0.755D-01     3.164 0.141D+00
   83  162   1766.085 0.833D+01     1.757 0.882D-01     2.932 0.162D+00
   83  163   1767.072 0.827D+01     0.985 0.102D+00     2.743 0.189D+00
   83  164   1768.641 0.819D+01     1.567 0.113D+00     2.552 0.214D+00
   83  165   1769.490 0.812D+01     0.847 0.120D+00     2.414 0.232D+00
   83  166   1770.895 0.806D+01     1.404 0.122D+00     2.251 0.241D+00
   83  167   1771.599 0.803D+01     0.703 0.119D+00     2.107 0.241D+00
   83  168   1772.871 0.801D+01     1.271 0.113D+00     1.974 0.232D+00
   83  169   1774.227 0.803D+01     1.355 0.104D+00     2.626 0.217D+00
   83  170   1776.182 0.806D+01     1.955 0.939D-01     3.310 0.198D+00
   83  171   1777.482 0.810D+01     1.299 0.837D-01     3.254 0.177D+00
   83  172   1779.341 0.816D+01     1.858 0.750D-01     3.157 0.158D+00
   83  173   1780.492 0.823D+01     1.151 0.688D-01     3.009 0.143D+00
   83  174   1782.163 0.830D+01     1.670 0.659D-01     2.822 0.134D+00
   83  175   1783.198 0.839D+01     1.035 0.663D-01     2.705 0.132D+00
   83  176   1784.724 0.848D+01     1.526 0.691D-01     2.561 0.135D+00
   83  177   1785.548 0.859D+01     0.825 0.736D-01     2.351 0.142D+00
   83  178   1786.819 0.871D+01     1.271 0.788D-01     2.096 0.152D+00
   83  179   1787.475 0.885D+01     0.656 0.843D-01     1.928 0.163D+00
   83  180   1788.554 0.901D+01     1.080 0.899D-01     1.736 0.174D+00
   83  181   1788.955 0.919D+01     0.402 0.955D-01     1.482 0.185D+00
   83  182   1789.759 0.939D+01     0.804 0.101D+00     1.206 0.197D+00
   83  183   1789.954 0.961D+01     0.196 0.107D+00     1.000 0.208D+00
   83  184   1792.360 0.985D+01     2.407 0.112D+00     2.602 0.218D+00
   83  185   1790.997 0.101D+02    -1.362 0.117D+00     1.044 0.229D+00
   83  186   1790.055 0.104D+02    -0.942 0.121D+00    -2.305 0.238D+00
   83  187   1788.643 0.107D+02    -1.412 0.125D+00    -2.354 0.247D+00
   83  188   1787.610 0.110D+02    -1.033 0.129D+00    -2.445 0.254D+00
   83  189   1786.127 0.113D+02    -1.484 0.131D+00    -2.517 0.259D+00
   83  190   1785.002 0.117D+02    -1.126 0.132D+00    -2.610 0.263D+00
   83  191   1783.424 0.120D+02    -1.579 0.133D+00    -2.705 0.265D+00
   83  192   1782.192 0.123D+02    -1.233 0.133D+00    -2.812 0.265D+00
   83  193   1780.516 0.127D+02    -1.678 0.132D+00    -2.912 0.264D+00
   83  194   1779.164 0.130D+02    -1.355 0.130D+00    -3.033 0.262D+00
   83  195   1777.374 0.133D+02    -1.793 0.128D+00    -3.147 0.258D+00
   84   89   1279.082 0.266D+01     0.000 0.000D+00     0.000 0.000D+00
   84   90   1292.773 0.224D+01    13.689 0.838D-01     0.000 0.000D+00
   84   91   1304.313 0.183D+01    11.538 0.838D-01    25.227 0.167D+00
   84   92   1317.600 0.146D+01    13.284 0.805D-01    24.822 0.164D+00
   84   93   1328.764 0.117D+01    11.162 0.739D-01    24.446 0.154D+00
   84   94   1341.641 0.974D+00    12.875 0.648D-01    24.037 0.139D+00
   84   95   1352.446 0.879D+00    10.803 0.541D-01    23.678 0.119D+00
   84   96   1364.947 0.849D+00    12.499 0.429D-01    23.303 0.968D-01
   84   97   1375.411 0.842D+00    10.463 0.324D-01    22.963 0.749D-01
   84   98   1387.577 0.826D+00    12.165 0.240D-01    22.629 0.558D-01
   84   99   1397.730 0.787D+00    10.153 0.191D-01    22.318 0.421D-01
   84  100   1409.568 0.725D+00    11.837 0.182D-01    21.991 0.363D-01
   84  101   1419.343 0.644D+00     9.776 0.196D-01    21.613 0.372D-01
   84  102   1430.970 0.552D+00    11.628 0.213D-01    21.403 0.407D-01
   84  103   1440.452 0.460D+00     9.482 0.223D-01    21.109 0.436D-01
   84  104   1451.779 0.378D+00    11.327 0.223D-01    20.809 0.446D-01
   84  105   1460.972 0.318D+00     9.194 0.213D-01    20.521 0.435D-01
   84  106   1472.003 0.287D+00    11.031 0.194D-01    20.224 0.406D-01
   84  107   1480.909 0.283D+00     8.907 0.169D-01    19.937 0.362D-01
   84  108   1491.632 0.293D+00    10.723 0.141D-01    19.629 0.309D-01
   84  109   1500.219 0.306D+00     8.587 0.115D-01    19.310 0.254D-01
   84  110   1510.619 0.313D+00    10.400 0.935D-02    18.987 0.205D-01
   84  111   1519.031 0.313D+00     8.411 0.820D-02    18.812 0.171D-01
   84  112   1528.992 0.303D+00     9.961 0.816D-02    18.372 0.159D-01
   84  113   1537.409 0.284D+00     8.417 0.896D-02    18.378 0.168D-01
   84  114   1547.410 0.260D+00    10.000 0.103D-01    18.417 0.189D-01
   84  115   1555.621 0.235D+00     8.211 0.118D-01    18.211 0.219D-01
   84  116   1565.389 0.217D+00     9.768 0.135D-01    17.979 0.251D-01
   84  117   1573.282 0.216D+00     7.893 0.147D-01    17.661 0.280D-01
   84  118   1582.697 0.236D+00     9.415 0.150D-01    17.308 0.296D-01
   84  119   1590.335 0.267D+00     7.637 0.142D-01    17.053 0.291D-01
   84  120   1599.465 0.298D+00     9.130 0.122D-01    16.767 0.261D-01
   84  121   1606.749 0.317D+00     7.284 0.103D-01    16.414 0.220D-01
   84  122   1615.509 0.322D+00     8.760 0.984D-02    16.044 0.193D-01
   84  123   1622.516 0.313D+00     7.007 0.112D-01    15.767 0.204D-01
   84  124   1630.983 0.295D+00     8.466 0.128D-01    15.473 0.236D-01
   84  125   1637.618 0.274D+00     6.634 0.137D-01    15.100 0.263D-01
   84  126   1645.689 0.256D+00     8.071 0.138D-01    14.705 0.272D-01
   84  127   1649.915 0.243D+00     4.225 0.135D-01    12.296 0.270D-01
   84  128   1655.622 0.239D+00     5.707 0.135D-01     9.932 0.266D-01
   84  129   1660.030 0.245D+00     4.407 0.138D-01    10.115 0.269D-01
   84  130   1665.927 0.261D+00     5.897 0.144D-01    10.304 0.279D-01
   84  131   1670.225 0.283D+00     4.299 0.148D-01    10.196 0.288D-01
   84  132   1675.929 0.306D+00     5.704 0.151D-01    10.002 0.295D-01
   84  133   1680.034 0.326D+00     4.106 0.159D-01     9.810 0.305D-01
   84  134   1685.550 0.340D+00     5.516 0.174D-01     9.622 0.327D-01
   84  135   1689.496 0.352D+00     3.946 0.193D-01     9.463 0.362D-01
   84  136   1694.851 0.363D+00     5.356 0.206D-01     9.303 0.394D-01
   84  137   1698.665 0.374D+00     3.814 0.206D-01     9.170 0.406D-01
   84  138   1703.871 0.380D+00     5.207 0.203D-01     9.021 0.398D-01
   84  139   1707.562 0.376D+00     3.691 0.237D-01     8.898 0.421D-01
   84  140   1712.623 0.378D+00     5.061 0.343D-01     8.751 0.564D-01
   84  141   1716.157 0.444D+00     3.533 0.509D-01     8.593 0.844D-01
   84  142   1721.032 0.634D+00     4.873 0.703D-01     8.406 0.121D+00
   84  143   1724.375 0.951D+00     3.341 0.900D-01     8.214 0.160D+00
   84  144   1729.004 0.137D+01     4.625 0.108D+00     7.966 0.197D+00
   84  145   1732.095 0.186D+01     3.087 0.121D+00     7.712 0.229D+00
   84  146   1736.678 0.239D+01     4.579 0.130D+00     7.666 0.252D+00
   84  147   1739.895 0.295D+01     3.212 0.135D+00     7.791 0.265D+00
   84  148   1744.390 0.350D+01     4.490 0.135D+00     7.702 0.270D+00
   84  149   1747.357 0.405D+01     2.963 0.132D+00     7.453 0.268D+00
   84  150   1751.564 0.457D+01     4.203 0.128D+00     7.166 0.260D+00
   84  151   1754.269 0.506D+01     2.701 0.123D+00     6.904 0.250D+00
   84  152   1758.178 0.552D+01     3.906 0.118D+00     6.607 0.240D+00
   84  153   1760.580 0.595D+01     2.399 0.114D+00     6.305 0.231D+00
   84  154   1764.172 0.636D+01     3.589 0.111D+00     5.988 0.224D+00
   84  155   1766.252 0.674D+01     2.078 0.109D+00     5.667 0.219D+00
   84  156   1769.507 0.710D+01     3.254 0.106D+00     5.331 0.214D+00
   84  157   1771.258 0.744D+01     1.750 0.102D+00     5.003 0.208D+00
   84  158   1774.167 0.774D+01     2.907 0.964D-01     4.657 0.198D+00
   84  159   1775.588 0.800D+01     1.419 0.881D-01     4.326 0.184D+00
   84  160   1778.149 0.820D+01     2.559 0.785D-01     3.978 0.166D+00
   84  161   1779.250 0.835D+01     1.100 0.702D-01     3.659 0.147D+00
   84  162   1781.498 0.843D+01     2.245 0.678D-01     3.345 0.135D+00
   84  163   1782.327 0.845D+01     0.827 0.738D-01     3.072 0.139D+00
   84  164   1784.324 0.842D+01     1.995 0.862D-01     2.822 0.158D+00
   84  165   1784.936 0.835D+01     0.610 0.100D+00     2.605 0.185D+00
   84  166   1786.726 0.827D+01     1.788 0.113D+00     2.398 0.212D+00
   84  167   1787.165 0.819D+01     0.437 0.121D+00     2.225 0.233D+00
   84  168   1788.799 0.812D+01     1.633 0.124D+00     2.070 0.245D+00
   84  169   1789.853 0.807D+01     1.052 0.123D+00     2.685 0.248D+00
   84  170   1792.145 0.805D+01     2.291 0.118D+00     3.344 0.242D+00
   84  171   1793.154 0.805D+01     1.008 0.111D+00     3.299 0.229D+00
   84  172   1795.384 0.807D+01     2.230 0.101D+00     3.237 0.211D+00
   84  173   1796.251 0.810D+01     0.866 0.906D-01     3.096 0.191D+00
   84  174   1798.318 0.815D+01     2.067 0.809D-01     2.933 0.171D+00
   84  175   1799.071 0.821D+01     0.752 0.728D-01     2.819 0.153D+00
   84  176   1801.003 0.828D+01     1.932 0.674D-01     2.684 0.140D+00
   84  177   1801.551 0.836D+01     0.548 0.654D-01     2.480 0.132D+00
   84  178   1803.240 0.845D+01     1.690 0.667D-01     2.237 0.132D+00
   84  179   1803.619 0.855D+01     0.379 0.705D-01     2.068 0.137D+00
   84  180   1805.124 0.866D+01     1.505 0.758D-01     1.884 0.146D+00
   84  181   1805.233 0.879D+01     0.110 0.819D-01     1.615 0.158D+00
   84  182   1806.455 0.894D+01     1.223 0.883D-01     1.332 0.170D+00
   84  183   1806.349 0.910D+01    -0.105 0.946D-01     1.118 0.183D+00
   84  184   1809.125 0.929D+01     2.776 0.101D+00     2.671 0.195D+00
   84  185   1807.691 0.951D+01    -1.433 0.107D+00     1.343 0.207D+00
   84  186   1807.398 0.974D+01    -0.293 0.113D+00    -1.726 0.219D+00
   84  187   1805.885 0.100D+02    -1.513 0.118D+00    -1.805 0.231D+00
   84  188   1805.512 0.103D+02    -0.373 0.123D+00    -1.885 0.241D+00
   84  189   1803.919 0.106D+02    -1.593 0.128D+00    -1.966 0.251D+00
   84  190   1803.445 0.109D+02    -0.474 0.132D+00    -2.067 0.260D+00
   84  191   1801.761 0.112D+02    -1.685 0.135D+00    -2.159 0.267D+00
   84  192   1801.174 0.116D+02    -0.587 0.138D+00    -2.272 0.273D+00
   84  193   1799.396 0.119D+02    -1.780 0.139D+00    -2.367 0.277D+00
   84  194   1798.684 0.123D+02    -0.713 0.140D+00    -2.493 0.279D+00
   84  195   1796.789 0.126D+02    -1.898 0.140D+00    -2.611 0.280D+00
   84  196   1795.949 0.130D+02    -0.843 0.139D+00    -2.740 0.278D+00
   85   89   1273.194 0.323D+01     0.000 0.000D+00     0.000 0.000D+00
   85   90   1287.234 0.280D+01    14.038 0.850D-01     0.000 0.000D+00
   85   91   1299.166 0.236D+01    11.930 0.888D-01    25.967 0.174D+00
   85   92   1312.784 0.193D+01    13.616 0.895D-01    25.545 0.178D+00
   85   93   1324.336 0.155D+01    11.549 0.866D-01    25.165 0.176D+00
   85   94   1337.523 0.125D+01    13.185 0.802D-01    24.734 0.167D+00
   85   95   1348.700 0.106D+01    11.174 0.710D-01    24.359 0.151D+00
   85   96   1361.471 0.978D+00    12.770 0.598D-01    23.944 0.131D+00
   85   97   1372.297 0.965D+00    10.824 0.480D-01    23.594 0.108D+00
   85   98   1384.683 0.973D+00    12.386 0.367D-01    23.209 0.843D-01
   85   99   1395.190 0.969D+00    10.506 0.272D-01    22.891 0.633D-01
   85  100   1407.222 0.939D+00    12.032 0.212D-01    22.538 0.474D-01
   85  101   1417.338 0.881D+00    10.115 0.195D-01    22.148 0.395D-01
   85  102   1429.031 0.798D+00    11.693 0.208D-01    21.809 0.395D-01
   85  103   1438.936 0.700D+00     9.905 0.228D-01    21.598 0.432D-01
   85  104   1450.305 0.596D+00    11.369 0.243D-01    21.274 0.469D-01
   85  105   1459.939 0.496D+00     9.635 0.247D-01    21.004 0.489D-01
   85  106   1470.971 0.409D+00    11.032 0.240D-01    20.667 0.486D-01
   85  107   1480.320 0.347D+00     9.349 0.223D-01    20.381 0.462D-01
   85  108   1491.036 0.311D+00    10.716 0.199D-01    20.065 0.422D-01
   85  109   1500.078 0.300D+00     9.043 0.171D-01    19.759 0.369D-01
   85  110   1510.447 0.303D+00    10.368 0.142D-01    19.411 0.311D-01
   85  111   1519.189 0.308D+00     8.743 0.116D-01    19.111 0.255D-01
   85  112   1529.375 0.309D+00    10.185 0.975D-02    18.928 0.210D-01
   85  113   1538.111 0.304D+00     8.736 0.898D-02    18.921 0.183D-01
   85  114   1548.176 0.292D+00    10.064 0.920D-02    18.800 0.178D-01
   85  115   1556.716 0.274D+00     8.540 0.101D-01    18.604 0.189D-01
   85  116   1566.529 0.253D+00     9.812 0.114D-01    18.352 0.211D-01
   85  117   1574.761 0.234D+00     8.231 0.129D-01    18.044 0.240D-01
   85  118   1584.219 0.226D+00     9.458 0.145D-01    17.689 0.272D-01
   85  119   1592.200 0.236D+00     7.981 0.155D-01    17.439 0.299D-01
   85  120   1601.353 0.262D+00     9.153 0.155D-01    17.134 0.310D-01
   85  121   1608.977 0.295D+00     7.624 0.142D-01    16.777 0.296D-01
   85  122   1617.734 0.323D+00     8.757 0.120D-01    16.381 0.259D-01
   85  123   1625.065 0.336D+00     7.331 0.100D-01    16.087 0.214D-01
   85  124   1633.501 0.334D+00     8.437 0.101D-01    15.767 0.193D-01
   85  125   1640.456 0.317D+00     6.954 0.118D-01    15.391 0.213D-01
   85  126   1648.490 0.293D+00     8.033 0.135D-01    14.987 0.250D-01
   85  127   1653.191 0.268D+00     4.701 0.144D-01    12.734 0.277D-01
   85  128   1659.010 0.248D+00     5.818 0.145D-01    10.519 0.286D-01
   85  129   1663.973 0.237D+00     4.963 0.142D-01    10.781 0.284D-01
   85  130   1670.049 0.237D+00     6.076 0.141D-01    11.039 0.280D-01
   85  131   1674.897 0.249D+00     4.848 0.144D-01    10.924 0.281D-01
   85  132   1680.758 0.270D+00     5.861 0.148D-01    10.709 0.288D-01
   85  133   1685.413 0.295D+00     4.655 0.153D-01    10.516 0.297D-01
   85  134   1691.048 0.319D+00     5.635 0.160D-01    10.291 0.309D-01
   85  135   1695.519 0.341D+00     4.472 0.172D-01    10.107 0.328D-01
   85  136   1700.945 0.360D+00     5.426 0.188D-01     9.898 0.355D-01
   85  137   1705.254 0.376D+00     4.310 0.199D-01     9.736 0.382D-01
   85  138   1710.496 0.390D+00     5.242 0.200D-01     9.552 0.394D-01
   85  139   1714.656 0.395D+00     4.160 0.193D-01     9.402 0.384D-01
   85  140   1719.737 0.386D+00     5.081 0.213D-01     9.241 0.388D-01
   85  141   1723.748 0.369D+00     4.010 0.300D-01     9.092 0.494D-01
   85  142   1728.643 0.390D+00     4.894 0.453D-01     8.905 0.743D-01
   85  143   1732.484 0.528D+00     3.839 0.643D-01     8.733 0.109D+00
   85  144   1737.159 0.805D+00     4.672 0.842D-01     8.511 0.148D+00
   85  145   1740.785 0.119D+01     3.623 0.103D+00     8.295 0.187D+00
   85  146   1745.180 0.166D+01     4.391 0.118D+00     8.014 0.220D+00
   85  147   1748.533 0.218D+01     3.349 0.128D+00     7.740 0.246D+00
   85  148   1752.936 0.272D+01     4.399 0.134D+00     7.748 0.262D+00
   85  149   1756.473 0.328D+01     3.532 0.135D+00     7.931 0.269D+00
