Thickness of SUS flat deg [mm]1	(B-C) stopped in THIS detector	Thickness of SUS flat deg [mm]2	(C)   yield after THIS detector 	Thickness of SUS flat deg [mm]3	(A-B) stopped before THIS detector	Thickness of SUS flat deg [mm]4	(B)   yield before THIS detector	
0.720000	0         	0.720000	0.326729  	0.720000	0.010728  	0.720000	0.326729  	
0.720833	0         	0.720833	0.326719  	0.720833	0.0107381 	0.720833	0.326719  	
0.721667	0         	0.721667	0.326709  	0.721667	0.0107481 	0.721667	0.326709  	
0.722500	0         	0.722500	0.326699  	0.722500	0.0107581 	0.722500	0.326699  	
0.723333	0         	0.723333	0.326689  	0.723333	0.0107681 	0.723333	0.326689  	
0.724167	0         	0.724167	0.326679  	0.724167	0.0107781 	0.724167	0.326679  	
0.725000	0         	0.725000	0.326669  	0.725000	0.0107881 	0.725000	0.326669  	
0.725833	0         	0.725833	0.326659  	0.725833	0.0107981 	0.725833	0.326659  	
0.726667	0         	0.726667	0.326649  	0.726667	0.010808  	0.726667	0.326649  	
0.727500	0         	0.727500	0.326639  	0.727500	0.0108179 	0.727500	0.326639  	
0.728333	0         	0.728333	0.326629  	0.728333	0.0108278 	0.728333	0.326629  	
0.729167	0         	0.729167	0.326619  	0.729167	0.0108377 	0.729167	0.326619  	
0.730000	0         	0.730000	0.32661   	0.730000	0.0108476 	0.730000	0.32661   	
0.730833	0         	0.730833	0.3266    	0.730833	0.0108574 	0.730833	0.3266    	
0.731667	0         	0.731667	0.32659   	0.731667	0.0108673 	0.731667	0.32659   	
0.732500	0         	0.732500	0.32658   	0.732500	0.0108771 	0.732500	0.32658   	
0.733333	0         	0.733333	0.32657   	0.733333	0.0108869 	0.733333	0.32657   	
0.734167	0         	0.734167	0.326561  	0.734167	0.0108966 	0.734167	0.326561  	
0.735000	0         	0.735000	0.326551  	0.735000	0.0109064 	0.735000	0.326551  	
0.735833	0         	0.735833	0.326541  	0.735833	0.0109161 	0.735833	0.326541  	
0.736667	0         	0.736667	0.326531  	0.736667	0.0109258 	0.736667	0.326531  	
0.737500	0         	0.737500	0.326522  	0.737500	0.0109355 	0.737500	0.326522  	
0.738333	0         	0.738333	0.326512  	0.738333	0.0109452 	0.738333	0.326512  	
0.739167	0         	0.739167	0.326502  	0.739167	0.0109548 	0.739167	0.326502  	
0.740000	0         	0.740000	0.326493  	0.740000	0.0109644 	0.740000	0.326493  	
0.740833	0         	0.740833	0.326483  	0.740833	0.0109739 	0.740833	0.326483  	
0.741667	0         	0.741667	0.326474  	0.741667	0.0109835 	0.741667	0.326474  	
0.742500	0         	0.742500	0.326464  	0.742500	0.010993  	0.742500	0.326464  	
0.743333	0         	0.743333	0.326455  	0.743333	0.0110025 	0.743333	0.326455  	
0.744167	0         	0.744167	0.326445  	0.744167	0.0110119 	0.744167	0.326445  	
0.745000	0         	0.745000	0.326436  	0.745000	0.0110214 	0.745000	0.326436  	
0.745833	0         	0.745833	0.326426  	0.745833	0.0110308 	0.745833	0.326426  	
0.746667	0         	0.746667	0.326417  	0.746667	0.0110402 	0.746667	0.326417  	
0.747500	0         	0.747500	0.326408  	0.747500	0.0110495 	0.747500	0.326408  	
0.748333	0         	0.748333	0.326398  	0.748333	0.0110588 	0.748333	0.326398  	
0.749167	0         	0.749167	0.326389  	0.749167	0.0110681 	0.749167	0.326389  	
0.750000	0         	0.750000	0.32638   	0.750000	0.0110774 	0.750000	0.32638   	
0.750833	0         	0.750833	0.326371  	0.750833	0.0110866 	0.750833	0.326371  	
0.751667	0         	0.751667	0.326361  	0.751667	0.0110958 	0.751667	0.326361  	
0.752500	0         	0.752500	0.326352  	0.752500	0.011105  	0.752500	0.326352  	
0.753333	0         	0.753333	0.326343  	0.753333	0.0111141 	0.753333	0.326343  	
0.754167	0         	0.754167	0.326334  	0.754167	0.0111232 	0.754167	0.326334  	
