Thickness of SUS flat deg [mm]1	138Sn 50+	Thickness of SUS flat deg [mm]2	138Sn 50+	Thickness of SUS flat deg [mm]3	138Sn 50+	Thickness of SUS flat deg [mm]4	138Sn 49+	Thickness of SUS flat deg [mm]5	138Sn 49+	Thickness of SUS flat deg [mm]6	138Sn 49+	Thickness of SUS flat deg [mm]7	138Sn 48+	Thickness of SUS flat deg [mm]8	138Sn 48+	Thickness of SUS flat deg [mm]9	138Sn 48+	Thickness of SUS flat deg [mm]10	138Sn 50+	Thickness of SUS flat deg [mm]11	138Sn 50+	Thickness of SUS flat deg [mm]12	138Sn 50+	Thickness of SUS flat deg [mm]13	138Sn 49+	Thickness of SUS flat deg [mm]14	138Sn 49+	Thickness of SUS flat deg [mm]15	138Sn 49+	Thickness of SUS flat deg [mm]16	138Sn 48+	Thickness of SUS flat deg [mm]17	138Sn 50+	Thickness of SUS flat deg [mm]18	138Sn 50+	Thickness of SUS flat deg [mm]19	138Sn 49+	Thickness of SUS flat deg [mm]20	138Sn 50+	Thickness of SUS flat deg [mm]21	138Sn 49+	Thickness of SUS flat deg [mm]22	138Sn 48+	Thickness of SUS flat deg [mm]23	138Sn 50+	Thickness of SUS flat deg [mm]24	138Sn 49+	Thickness of SUS flat deg [mm]25	138Sn 50+	Thickness of SUS flat deg [mm]26	138Sn 49+	Thickness of SUS flat deg [mm]27	138Sn 50+	Thickness of SUS flat deg [mm]28	138Sn 49+	Thickness of SUS flat deg [mm]29	138Sn 50+	Thickness of SUS flat deg [mm]30	136Sn 50+	Thickness of SUS flat deg [mm]31	141Te 52+	Thickness of SUS flat deg [mm]32	139Sb 51+	Thickness of SUS flat deg [mm]33	141Te 51+	Thickness of SUS flat deg [mm]34	136Sn 49+	Thickness of SUS flat deg [mm]35	137Sn 50+	Thickness of SUS flat deg [mm]36	138Sb 51+	Thickness of SUS flat deg [mm]37	139Sb 50+	Thickness of SUS flat deg [mm]38	138Sb 50+	Thickness of SUS flat deg [mm]39	137Sn 49+	Thickness of SUS flat deg [mm]40	135In 49+	Thickness of SUS flat deg [mm]41	141Te 50+	Thickness of SUS flat deg [mm]42	136Sn 48+	Thickness of SUS flat deg [mm]43	139Sb 49+	Thickness of SUS flat deg [mm]44	136Sn 50+	Thickness of SUS flat deg [mm]45	136Sn 50+	Thickness of SUS flat deg [mm]46	135In 48+	Thickness of SUS flat deg [mm]47	138Sb 49+	Thickness of SUS flat deg [mm]48	137Sn 48+	Thickness of SUS flat deg [mm]49	136Sn 49+	Thickness of SUS flat deg [mm]50	136Sn 49+	
2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	1.32324e-08	2.028000	1.5224e-09	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	2.028000	0         	
2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	1.62383e-08	2.029000	1.88138e-09	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	2.029000	0         	
2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	1.96364e-08	2.030000	2.28883e-09	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	2.030000	0         	
2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	2.34324e-08	2.031000	2.74639e-09	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	2.031000	0         	
2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	2.76594e-08	2.032000	3.25626e-09	2.032000	1.75648e-13	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	2.032000	0         	
2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	3.23533e-08	2.033000	3.82225e-09	2.033000	2.07235e-12	2.033000	1.06316e-13	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	2.033000	0         	
2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	3.76141e-08	2.034000	4.45361e-09	2.034000	1.15478e-11	2.034000	6.76848e-13	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	2.034000	0         	
2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	4.35352e-08	2.035000	5.16504e-09	2.035000	4.20438e-11	2.035000	2.96306e-12	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	2.035000	0         	
2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	4.99477e-08	2.036000	5.95362e-09	2.036000	1.09703e-10	2.036000	8.63133e-12	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	2.036000	0         	
2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	5.65881e-08	2.037000	6.7796e-09	2.037000	2.45337e-10	2.037000	2.05839e-11	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	2.037000	0         	
2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	6.32223e-08	2.038000	7.63039e-09	2.038000	4.9439e-10	2.038000	4.32318e-11	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	2.038000	0         	
2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	7.02556e-08	2.039000	8.47199e-09	2.039000	9.2792e-10	2.039000	8.29064e-11	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	2.039000	0         	
2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	7.82371e-08	2.040000	9.42389e-09	2.040000	1.66184e-09	2.040000	1.51669e-10	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	2.040000	0         	
2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	8.71059e-08	2.041000	1.04391e-08	2.041000	2.84887e-09	2.041000	2.64898e-10	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	2.041000	0         	
2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	9.63814e-08	2.042000	1.16905e-08	2.042000	4.67988e-09	2.042000	4.43011e-10	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	2.042000	0         	
2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	1.06439e-07	2.043000	1.27903e-08	2.043000	7.38543e-09	2.043000	7.11148e-10	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	2.043000	0         	
2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	1.12279e-07	2.044000	1.40199e-08	2.044000	1.12123e-08	2.044000	1.09746e-09	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	2.044000	0         	
2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	1.14482e-07	2.045000	1.46281e-08	2.045000	1.64015e-08	2.045000	1.63138e-09	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	2.045000	0         	
2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	1.09797e-07	2.046000	1.41251e-08	2.046000	2.31195e-08	2.046000	2.33562e-09	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	2.046000	0         	
2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	9.75655e-08	2.047000	1.2871e-08	2.047000	3.14757e-08	2.047000	3.22692e-09	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	2.047000	0         	
2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	8.1625e-08	2.048000	1.12006e-08	2.048000	4.15336e-08	2.048000	4.31321e-09	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	2.048000	0         	
2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	7.0561e-08	2.049000	9.42011e-09	2.049000	5.31363e-08	2.049000	5.59155e-09	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	2.049000	0         	
2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	6.17457e-08	2.050000	8.23009e-09	2.050000	6.63709e-08	2.050000	7.04956e-09	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	2.050000	0         	
2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	2.09022e-08	2.051000	7.29843e-09	2.051000	8.10826e-08	2.051000	8.6913e-09	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	2.051000	0         	
2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	1.31764e-08	2.052000	2.1573e-09	2.052000	9.76054e-08	2.052000	1.05221e-08	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	2.052000	0         	
2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	9.88915e-09	2.053000	1.41007e-09	2.053000	1.16231e-07	2.053000	1.2579e-08	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	2.053000	0         	
2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	3.9421e-14	2.054000	2.81127e-12	2.054000	1.37993e-07	2.054000	1.49361e-08	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	2.054000	0         	
2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	1.64429e-09	2.055000	4.25651e-18	2.055000	1.64748e-07	2.055000	1.77714e-08	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	2.055000	0         	
2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	5.54634e-10	2.056000	1.05818e-21	2.056000	1.98684e-07	2.056000	2.13387e-08	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	2.056000	0         	
2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	1.26654e-10	2.057000	3.42392e-11	2.057000	2.41583e-07	2.057000	2.58754e-08	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	2.057000	0         	
