Thickness of SUS flat deg [mm]1	138Sn 50+	Thickness of SUS flat deg [mm]2	138Sn 50+	Thickness of SUS flat deg [mm]3	138Sn 50+	Thickness of SUS flat deg [mm]4	138Sn 49+	Thickness of SUS flat deg [mm]5	138Sn 49+	Thickness of SUS flat deg [mm]6	138Sn 49+	Thickness of SUS flat deg [mm]7	138Sn 48+	Thickness of SUS flat deg [mm]8	138Sn 48+	Thickness of SUS flat deg [mm]9	138Sn 48+	Thickness of SUS flat deg [mm]10	138Sn 50+	Thickness of SUS flat deg [mm]11	138Sn 50+	Thickness of SUS flat deg [mm]12	138Sn 50+	Thickness of SUS flat deg [mm]13	138Sn 49+	Thickness of SUS flat deg [mm]14	138Sn 49+	Thickness of SUS flat deg [mm]15	138Sn 49+	Thickness of SUS flat deg [mm]16	138Sn 48+	Thickness of SUS flat deg [mm]17	138Sn 50+	Thickness of SUS flat deg [mm]18	138Sn 50+	Thickness of SUS flat deg [mm]19	138Sn 49+	Thickness of SUS flat deg [mm]20	138Sn 50+	Thickness of SUS flat deg [mm]21	138Sn 49+	Thickness of SUS flat deg [mm]22	138Sn 48+	Thickness of SUS flat deg [mm]23	138Sn 50+	Thickness of SUS flat deg [mm]24	138Sn 49+	Thickness of SUS flat deg [mm]25	138Sn 50+	Thickness of SUS flat deg [mm]26	138Sn 49+	Thickness of SUS flat deg [mm]27	138Sn 50+	Thickness of SUS flat deg [mm]28	138Sn 49+	Thickness of SUS flat deg [mm]29	138Sn 50+	Thickness of SUS flat deg [mm]30	136Sn 50+	Thickness of SUS flat deg [mm]31	141Te 52+	Thickness of SUS flat deg [mm]32	139Sb 51+	Thickness of SUS flat deg [mm]33	141Te 51+	Thickness of SUS flat deg [mm]34	136Sn 49+	Thickness of SUS flat deg [mm]35	137Sn 50+	Thickness of SUS flat deg [mm]36	138Sb 51+	Thickness of SUS flat deg [mm]37	139Sb 50+	Thickness of SUS flat deg [mm]38	138Sb 50+	Thickness of SUS flat deg [mm]39	137Sn 49+	Thickness of SUS flat deg [mm]40	135In 49+	Thickness of SUS flat deg [mm]41	141Te 50+	Thickness of SUS flat deg [mm]42	136Sn 48+	Thickness of SUS flat deg [mm]43	139Sb 49+	Thickness of SUS flat deg [mm]44	136Sn 50+	Thickness of SUS flat deg [mm]45	136Sn 50+	Thickness of SUS flat deg [mm]46	135In 48+	Thickness of SUS flat deg [mm]47	138Sb 49+	Thickness of SUS flat deg [mm]48	137Sn 48+	Thickness of SUS flat deg [mm]49	136Sn 49+	Thickness of SUS flat deg [mm]50	136Sn 49+	
2.141000	0.00245296	2.141000	1.59331e-15	2.141000	5.20395e-16	2.141000	1.80166e-10	2.141000	3.58834e-14	2.141000	3.39683e-07	2.141000	1.09595e-11	2.141000	7.50346e-13	2.141000	3.35537e-05	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	5.43534e-11	2.141000	0         	2.141000	1.2014e-11	2.141000	4.02808   	2.141000	4.57028e-11	2.141000	0         	2.141000	0.0209908 	2.141000	0         	2.141000	0.497286  	2.141000	0         	2.141000	0.00204717	2.141000	0         	2.141000	0.0037275 	2.141000	0         	2.141000	0.0175212 	2.141000	0.0148882 	2.141000	0         	2.141000	0         	2.141000	0         	2.141000	5.65631e-05	2.141000	0.0024048 	2.141000	0         	
2.142000	0.000606976	2.142000	2.02834e-10	2.142000	1.40648e-20	2.142000	4.22812e-11	2.142000	8.69137e-20	2.142000	0.000127106	2.142000	1.33309e-18	2.142000	4.3557e-19	2.142000	7.93525e-06	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	7.83327e-11	2.142000	0         	2.142000	0.0731922 	2.142000	4.48361   	2.142000	6.31383e-14	2.142000	0         	2.142000	0.0289944 	2.142000	0         	2.142000	0.550535  	2.142000	0         	2.142000	0.00285412	2.142000	0         	2.142000	2.72826e-14	2.142000	0         	2.142000	0.0193056 	2.142000	0.00329541	2.142000	0         	2.142000	0         	2.142000	0         	2.142000	7.95899e-05	2.142000	0.000791619	2.142000	0         	
2.143000	0.0001926 	2.143000	6.47489e-11	2.143000	3.37236e-23	2.143000	1.22178e-11	2.143000	3.77464e-23	2.143000	3.6435e-05	2.143000	6.72985e-13	2.143000	2.14977e-13	2.143000	2.01558e-06	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	1.09318e-10	2.143000	0         	2.143000	5.95775e-16	2.143000	5.06334   	2.143000	0.00488766	2.143000	0         	2.143000	0.0392297 	2.143000	0         	2.143000	0.617249  	2.143000	0         	2.143000	0.00389703	2.143000	0         	2.143000	0.000368631	2.143000	0         	2.143000	0.0215241 	2.143000	0.00061739	2.143000	0         	2.143000	0         	2.143000	0         	2.143000	0.000109693	2.143000	2.36588e-11	2.143000	0         	
2.144000	4.15042e-05	2.144000	1.02269e-24	2.144000	4.44013e-12	2.144000	3.69339e-12	2.144000	1.17252e-12	2.144000	2.78654e-18	2.144000	2.25987e-25	2.144000	6.89932e-14	2.144000	6.99677e-19	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	1.47993e-10	2.144000	0         	2.144000	0         	2.144000	5.79576   	2.144000	0         	2.144000	0         	2.144000	0.0520237 	2.144000	0         	2.144000	0.70162   	2.144000	0         	2.144000	0.00521456	2.144000	0         	2.144000	3.96997e-05	2.144000	0         	2.144000	0.0243511 	2.144000	1.64182e-16	2.144000	0         	2.144000	0         	2.144000	0         	2.144000	0.000148099	2.144000	6.0873e-16	2.144000	0         	
2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	2.12216e-27	2.145000	1.22153e-14	2.145000	1.14234e-07	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	1.94724e-10	2.145000	0         	2.145000	0         	2.145000	6.59702   	2.145000	0         	2.145000	0         	2.145000	0.0676745 	2.145000	0         	2.145000	0.803831  	2.145000	0         	2.145000	0.00684088	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0.0279555 	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0         	2.145000	0.000195994	2.145000	4.33763e-06	2.145000	0         	
2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	2.49649e-10	2.146000	0         	2.146000	0         	2.146000	7.54267   	2.146000	0         	2.146000	0         	2.146000	0.0863745 	2.146000	1.82092e-09	2.146000	0.912428  	2.146000	0         	2.146000	0.00880591	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0.0318041 	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0         	2.146000	0.000254451	2.146000	0         	2.146000	0         	
2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	3.12982e-10	2.147000	0         	2.147000	0         	2.147000	8.31861   	2.147000	0         	2.147000	0         	2.147000	0.108279  	2.147000	5.16526e-06	2.147000	1.02013   	2.147000	2.44136e-08	2.147000	0.0111267 	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	0.0364844 	2.147000	0         	2.147000	0         	2.147000	0         	2.147000	2.13544e-11	2.147000	0.000324135	2.147000	0         	2.147000	0         	
2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	3.8507e-10	2.148000	0         	2.148000	0         	2.148000	8.74469   	2.148000	0         	2.148000	0         	2.148000	0.133387  	2.148000	0.000226263	2.148000	1.10309   	2.148000	1.09688e-05	2.148000	0.0138114 	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	0.0396431 	2.148000	0         	2.148000	0         	2.148000	0         	2.148000	1.25079e-07	2.148000	0.000405574	2.148000	0         	2.148000	0         	
2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	4.6642e-10	2.149000	0         	2.149000	0         	2.149000	9.1228    	2.149000	0         	2.149000	0         	2.149000	0.161522  	2.149000	0.000386212	2.149000	1.1551    	2.149000	3.87762e-05	2.149000	0.0168528 	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	0.0416657 	2.149000	0         	2.149000	0         	2.149000	0         	2.149000	1.13614e-06	2.149000	0.000498637	2.149000	0         	2.149000	0         	
2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	5.58815e-10	2.150000	0         	2.150000	0         	2.150000	9.35141   	2.150000	0         	2.150000	0         	2.150000	0.192649  	2.150000	0.000740898	2.150000	1.19306   	2.150000	7.60022e-05	2.150000	0.0202356 	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	0.0432499 	2.150000	0         	2.150000	0         	2.150000	0         	2.150000	1.9382e-06	2.150000	0.000602946	2.150000	0         	2.150000	0         	
2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	6.65895e-10	2.151000	0         	2.151000	0         	2.151000	9.43895   	2.151000	0         	2.151000	0         	2.151000	0.226319  	2.151000	0.00107075	2.151000	1.21387   	2.151000	0.000112147	2.151000	0.0239356 	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	0.0443185 	2.151000	0         	2.151000	0         	2.151000	0         	2.151000	3.47228e-06	2.151000	0.000718167	2.151000	0         	2.151000	0         	
2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	7.92092e-10	2.152000	0         	2.152000	0         	2.152000	9.34247   	2.152000	0         	2.152000	0         	2.152000	0.261587  	2.152000	0.00170679	2.152000	1.21243   	2.152000	0.000174937	2.152000	0.0278656 	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	0.0446468 	2.152000	0         	2.152000	0         	2.152000	0         	2.152000	5.08351e-06	2.152000	0.000841943	2.152000	0         	2.152000	0         	
2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	9.41355e-10	2.153000	0         	2.153000	0         	2.153000	10.4138   	2.153000	0         	2.153000	0         	2.153000	0.29788   	2.153000	0.00266544	2.153000	1.38872   	2.153000	0.000275668	2.153000	0.0319396 	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	0.044035  	2.153000	0         	2.153000	0         	2.153000	0         	2.153000	8.08328e-06	2.153000	0.000971867	2.153000	0         	2.153000	0         	
2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	1.11402e-09	2.154000	0         	2.154000	0         	2.154000	9.39991   	2.154000	0         	2.154000	0         	2.154000	0.334724  	2.154000	0.00407782	2.154000	1.28281   	2.154000	0.000425577	2.154000	0.0360952 	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	0.0487683 	2.154000	0         	2.154000	0         	2.154000	0         	2.154000	1.25935e-05	2.154000	0.00110485	2.154000	0         	2.154000	0         	
2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	0         	2.155000	1.29462e-09	2.155000	0         	2.155000	0         	2.155000	7.71212   	2.155000	0         	2.155000	0         	2.155000	0.372022  	2.155000	0.00611535	2.155000	1.10357   	2.155000	0.000643812	2.155000	0.0402835 	2.155000	1.60669e-06	2.155000	0         	2.155000	0         	2.155000	0.043881  	2.155000	0         	2.155000	0         	2.155000	2.10031e-08	2.155000	1.9222e-05	2.155000	0.00123962	2.155000	0         	2.155000	0         	
2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	0         	2.156000	1.50585e-09	2.156000	0         	2.156000	0         	2.156000	3.69715   	2.156000	0         	2.156000	0         	2.156000	0.411717  	2.156000	0.00898927	2.156000	0.814092  	2.156000	0.000954919	2.156000	0.04467   	2.156000	8.44447e-06	2.156000	0         	2.156000	0         	2.156000	0.0347132 	2.156000	0         	2.156000	0         	2.156000	4.54103e-07	2.156000	2.87599e-05	2.156000	0.00137703	2.156000	0         	2.156000	0         	
2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	0         	2.157000	1.73552e-09	2.157000	0         	2.157000	0         	2.157000	2.38396   	2.157000	0         	2.157000	0         	2.157000	0.453382  	2.157000	0.0129529 	2.157000	0.475001  	2.157000	0.00138791	2.157000	0.0492831 	2.157000	1.85184e-05	2.157000	0         	2.157000	0         	2.157000	0.0235091 	2.157000	0         	2.157000	0         	2.157000	1.33313e-06	2.157000	4.2179e-05	2.157000	0.00152315	2.157000	0         	2.157000	0         	
2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	0         	2.158000	1.97754e-09	2.158000	0         	2.158000	0         	2.158000	0.620545  	2.158000	0         	2.158000	0         	2.158000	0.497716  	2.158000	0.0182864 	2.158000	0.149188  	2.158000	0.00197777	2.158000	0.0541601 	2.158000	3.4085e-05	2.158000	0         	2.158000	0         	2.158000	0.0097199 	2.158000	0         	2.158000	0         	2.158000	2.59997e-06	2.158000	6.06447e-05	2.158000	0.00167655	2.158000	0         	2.158000	0         	
2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	0         	2.159000	2.18839e-09	2.159000	0         	2.159000	0         	2.159000	0.15482   	2.159000	0         	2.159000	0         	2.159000	0.545739  	2.159000	0.0252941 	2.159000	9.08631e-10	2.159000	0.00276016	2.159000	0.0594067 	2.159000	6.07295e-05	2.159000	0         	2.159000	0         	2.159000	6.86204e-09	2.159000	0         	2.159000	0         	2.159000	4.68183e-06	2.159000	8.54119e-05	2.159000	0.00184001	2.159000	0         	2.159000	0         	
2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	0         	2.160000	2.158e-09 	2.160000	0         	2.160000	0         	2.160000	1.40009e-13	2.160000	0         	2.160000	0         	2.160000	0.600364  	2.160000	0.0342824 	2.160000	1.9889e-13	2.160000	0.00377478	2.160000	0.0651983 	2.160000	0.000102401	2.160000	0         	2.160000	0         	2.160000	0.000622924	2.160000	0         	2.160000	0         	2.160000	8.09302e-06	2.160000	0.000117874	2.160000	0.00201764	2.160000	0         	2.160000	0         	
2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	0         	2.161000	1.81839e-09	2.161000	0         	2.161000	0         	2.161000	0.0126627 	2.161000	0         	2.161000	0         	2.161000	0.667038  	2.161000	0.0455775 	2.161000	0.00324069	2.161000	0.00506151	2.161000	0.0720677 	2.161000	0.000168249	2.161000	0         	2.161000	0         	2.161000	3.55201e-16	2.161000	0         	2.161000	0         	2.161000	1.33799e-05	2.161000	0.000159408	2.161000	0.0022211 	2.161000	0         	2.161000	0         	
2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	1.37948e-09	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0         	2.162000	0.751767  	2.162000	0.0594484 	2.162000	9.04746e-05	2.162000	0.00665549	2.162000	0.0806851 	2.162000	0.000269229	2.162000	0         	2.162000	0         	2.162000	4.57478e-05	2.162000	0         	2.162000	0         	2.162000	2.17601e-05	2.162000	0.000211464	2.162000	0.00247075	2.162000	0         	2.162000	0         	
2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	1.06154e-09	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0.858562  	2.163000	0.0760637 	2.163000	0         	2.163000	0.00859098	2.163000	0.0915301 	2.163000	0.000418129	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	0         	2.163000	3.42352e-05	2.163000	0.000275193	2.163000	0.00278815	2.163000	0         	2.163000	0         	
2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	3.14164e-10	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0.988982  	2.164000	0.0955152 	2.164000	0         	2.164000	0.010875  	2.164000	0.105025  	2.164000	0.000628873	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	0         	2.164000	5.22985e-05	2.164000	0.000351464	2.164000	0.00318816	2.164000	0         	2.164000	0         	
2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	1.81606e-10	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	1.11971   	2.165000	0.117729  	2.165000	0         	2.165000	0.0135153 	2.165000	0.120598  	2.165000	0.00091919	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	0         	2.165000	7.73291e-05	2.165000	0.000440261	2.165000	0.00368138	2.165000	0         	2.165000	0         	
2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	8.58143e-11	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	1.2404    	2.166000	0.142602  	2.166000	0         	2.166000	0.016495  	2.166000	0.137064  	2.166000	0.00132231	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0         	2.166000	0.000111918	2.166000	0.000541482	2.166000	0.00416937	2.166000	0         	2.166000	0         	
2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	1.96299e-20	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	1.33311   	2.167000	0.169848  	2.167000	0         	2.167000	0.0197904 	2.167000	0.147141  	2.167000	0.00187117	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0         	2.167000	0.000159735	2.167000	0.000654746	2.167000	0.00459326	2.167000	0         	2.167000	0         	
2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	5.86261e-12	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	1.38768   	2.168000	0.199104  	2.168000	0         	2.168000	0.023361  	2.168000	0.155063  	2.168000	0.0025816 	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0         	2.168000	0.000223197	2.168000	0.000778157	2.168000	0.00489597	2.168000	0         	2.168000	0         	
