Thickness of SUS flat deg [mm]1	(B-C) stopped in THIS detector	Thickness of SUS flat deg [mm]2	(C)   yield after THIS detector 	Thickness of SUS flat deg [mm]3	(A-B) stopped before THIS detector	Thickness of SUS flat deg [mm]4	(B)   yield before THIS detector	
1.900000	0         	1.900000	0.351301  	1.900000	0.0296787 	1.900000	0.351301  	
1.901000	0         	1.901000	0.351286  	1.901000	0.029693  	1.901000	0.351286  	
1.902000	0         	1.902000	0.351272  	1.902000	0.0297073 	1.902000	0.351272  	
1.903000	0         	1.903000	0.351258  	1.903000	0.0297217 	1.903000	0.351258  	
1.904000	0         	1.904000	0.351243  	1.904000	0.029736  	1.904000	0.351243  	
1.905000	0         	1.905000	0.351229  	1.905000	0.0297503 	1.905000	0.351229  	
1.906000	0         	1.906000	0.351215  	1.906000	0.0297646 	1.906000	0.351215  	
1.907000	0         	1.907000	0.3512    	1.907000	0.0297789 	1.907000	0.3512    	
1.908000	0         	1.908000	0.351186  	1.908000	0.0297932 	1.908000	0.351186  	
1.909000	0         	1.909000	0.351172  	1.909000	0.0298075 	1.909000	0.351172  	
1.910000	0         	1.910000	0.351158  	1.910000	0.0298218 	1.910000	0.351158  	
1.911000	0         	1.911000	0.351143  	1.911000	0.0298361 	1.911000	0.351143  	
1.912000	0         	1.912000	0.351129  	1.912000	0.0298504 	1.912000	0.351129  	
1.913000	0         	1.913000	0.351115  	1.913000	0.0298647 	1.913000	0.351115  	
1.914000	0         	1.914000	0.3511    	1.914000	0.029879  	1.914000	0.3511    	
1.915000	0         	1.915000	0.351086  	1.915000	0.0298932 	1.915000	0.351086  	
1.916000	0         	1.916000	0.351072  	1.916000	0.0299075 	1.916000	0.351072  	
1.917000	0         	1.917000	0.351058  	1.917000	0.0299218 	1.917000	0.351058  	
1.918000	0         	1.918000	0.351043  	1.918000	0.0299361 	1.918000	0.351043  	
1.919000	0         	1.919000	0.351029  	1.919000	0.0299504 	1.919000	0.351029  	
1.920000	0         	1.920000	0.351015  	1.920000	0.0299646 	1.920000	0.351015  	
1.921000	0         	1.921000	0.351     	1.921000	0.0299789 	1.921000	0.351     	
1.922000	0         	1.922000	0.350986  	1.922000	0.0299932 	1.922000	0.350986  	
1.923000	0         	1.923000	0.350972  	1.923000	0.0300075 	1.923000	0.350972  	
1.924000	0         	1.924000	0.350958  	1.924000	0.0300217 	1.924000	0.350958  	
1.925000	0         	1.925000	0.350943  	1.925000	0.030036  	1.925000	0.350943  	
1.926000	0         	1.926000	0.350929  	1.926000	0.0300503 	1.926000	0.350929  	
1.927000	0         	1.927000	0.350915  	1.927000	0.0300645 	1.927000	0.350915  	
1.928000	0         	1.928000	0.350901  	1.928000	0.0300787 	1.928000	0.350901  	
1.929000	0         	1.929000	0.350886  	1.929000	0.030093  	1.929000	0.350886  	
1.930000	0         	1.930000	0.350872  	1.930000	0.0301072 	1.930000	0.350872  	
1.931000	0         	1.931000	0.350858  	1.931000	0.0301214 	1.931000	0.350858  	
1.932000	0         	1.932000	0.350844  	1.932000	0.0301357 	1.932000	0.350844  	
1.933000	0         	1.933000	0.350829  	1.933000	0.0301499 	1.933000	0.350829  	
1.934000	0         	1.934000	0.350815  	1.934000	0.0301641 	1.934000	0.350815  	
