Thickness of SUS flat deg [mm]1	138Sn 50+	Thickness of SUS flat deg [mm]2	138Sn 50+	Thickness of SUS flat deg [mm]3	138Sn 50+	Thickness of SUS flat deg [mm]4	138Sn 49+	Thickness of SUS flat deg [mm]5	138Sn 49+	Thickness of SUS flat deg [mm]6	138Sn 49+	Thickness of SUS flat deg [mm]7	138Sn 48+	Thickness of SUS flat deg [mm]8	138Sn 48+	Thickness of SUS flat deg [mm]9	138Sn 48+	Thickness of SUS flat deg [mm]10	138Sn 50+	Thickness of SUS flat deg [mm]11	138Sn 50+	Thickness of SUS flat deg [mm]12	138Sn 50+	Thickness of SUS flat deg [mm]13	138Sn 49+	Thickness of SUS flat deg [mm]14	138Sn 49+	Thickness of SUS flat deg [mm]15	138Sn 49+	Thickness of SUS flat deg [mm]16	138Sn 48+	Thickness of SUS flat deg [mm]17	138Sn 48+	Thickness of SUS flat deg [mm]18	138Sn 50+	Thickness of SUS flat deg [mm]19	138Sn 50+	Thickness of SUS flat deg [mm]20	138Sn 50+	Thickness of SUS flat deg [mm]21	138Sn 49+	Thickness of SUS flat deg [mm]22	138Sn 49+	Thickness of SUS flat deg [mm]23	138Sn 48+	Thickness of SUS flat deg [mm]24	138Sn 50+	Thickness of SUS flat deg [mm]25	138Sn 49+	Thickness of SUS flat deg [mm]26	138Sn 50+	Thickness of SUS flat deg [mm]27	138Te 52+	Thickness of SUS flat deg [mm]28	140I 53+	Thickness of SUS flat deg [mm]29	139I 53+	Thickness of SUS flat deg [mm]30	141I 53+	Thickness of SUS flat deg [mm]31	139Te 52+	Thickness of SUS flat deg [mm]32	141Te 52+	Thickness of SUS flat deg [mm]33	142Xe 54+	Thickness of SUS flat deg [mm]34	140I 52+	Thickness of SUS flat deg [mm]35	136Sn 50+	Thickness of SUS flat deg [mm]36	138Te 51+	Thickness of SUS flat deg [mm]37	139Sb 51+	Thickness of SUS flat deg [mm]38	139I 52+	Thickness of SUS flat deg [mm]39	143Xe 54+	Thickness of SUS flat deg [mm]40	141I 52+	Thickness of SUS flat deg [mm]41	140I 53+	Thickness of SUS flat deg [mm]42	142Xe 53+	Thickness of SUS flat deg [mm]43	139Te 51+	Thickness of SUS flat deg [mm]44	138Te 52+	Thickness of SUS flat deg [mm]45	137Sb 51+	Thickness of SUS flat deg [mm]46	141Te 51+	Thickness of SUS flat deg [mm]47	142I 53+	Thickness of SUS flat deg [mm]48	140Te 52+	Thickness of SUS flat deg [mm]49	132Sn 50+	Thickness of SUS flat deg [mm]50	141Xe 54+	
0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	0.466667	0         	
0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	8.57125e-14	0.483333	2.96274e-14	0.483333	2.83417e-07	0.483333	2.5585e-14	0.483333	8.80969e-08	0.483333	7.01874e-09	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	0.483333	0         	
0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	7.80311e-12	0.500000	2.44232e-12	0.500000	2.25717e-05	0.500000	2.45443e-12	0.500000	7.38605e-06	0.500000	6.19729e-07	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	0.500000	0         	
0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	4.154e-11 	0.516667	1.25774e-11	0.516667	0.000114824	0.516667	1.31141e-11	0.516667	3.77329e-05	0.516667	3.19132e-06	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	0.516667	0         	
0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	1.80541e-14	0.533333	5.19862e-15	0.533333	8.64641e-22	0.533333	1.18947e-14	0.533333	3.18726e-08	0.533333	4.24042e-09	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	0.533333	0         	
0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	0.550000	0         	
0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	0.566667	0         	
0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	0.583333	0         	
0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	0.600000	0         	
0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	0.616667	0         	
0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	7.10947e-13	0.633333	2.53294e-13	0.633333	2.47323e-06	0.633333	1.66474e-13	0.633333	5.94694e-14	0.633333	5.81262e-07	0.633333	1.09254e-14	0.633333	3.83275e-08	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	0.633333	0         	
0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	2.15272e-10	0.650000	7.16057e-11	0.650000	0.000680729	0.650000	5.48677e-11	0.650000	1.82581e-11	0.650000	0.000173611	0.650000	3.9347e-12	0.650000	1.24601e-05	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	0.650000	0         	
0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	1.5317e-09	0.666667	5.01176e-10	0.666667	0.00473423	0.666667	4.01727e-10	0.666667	1.31463e-10	0.666667	0.00124189	0.666667	2.94995e-11	0.666667	9.12127e-05	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	0.666667	0         	
0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	0.683333	0         	
0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	0.700000	0         	
