Thickness of SUS flat deg [mm]1	138Sn 50+	Thickness of SUS flat deg [mm]2	138Sn 50+	Thickness of SUS flat deg [mm]3	138Sn 50+	Thickness of SUS flat deg [mm]4	138Sn 49+	Thickness of SUS flat deg [mm]5	138Sn 49+	Thickness of SUS flat deg [mm]6	138Sn 49+	Thickness of SUS flat deg [mm]7	138Sn 48+	Thickness of SUS flat deg [mm]8	138Sn 48+	Thickness of SUS flat deg [mm]9	138Sn 48+	Thickness of SUS flat deg [mm]10	138Sn 50+	Thickness of SUS flat deg [mm]11	138Sn 50+	Thickness of SUS flat deg [mm]12	138Sn 50+	Thickness of SUS flat deg [mm]13	138Sn 49+	Thickness of SUS flat deg [mm]14	138Sn 49+	Thickness of SUS flat deg [mm]15	138Sn 49+	Thickness of SUS flat deg [mm]16	138Sn 48+	Thickness of SUS flat deg [mm]17	138Sn 48+	Thickness of SUS flat deg [mm]18	138Sn 50+	Thickness of SUS flat deg [mm]19	138Sn 50+	Thickness of SUS flat deg [mm]20	138Sn 50+	Thickness of SUS flat deg [mm]21	138Sn 49+	Thickness of SUS flat deg [mm]22	138Sn 49+	Thickness of SUS flat deg [mm]23	138Sn 48+	Thickness of SUS flat deg [mm]24	138Sn 50+	Thickness of SUS flat deg [mm]25	138Sn 49+	Thickness of SUS flat deg [mm]26	138Sn 50+	Thickness of SUS flat deg [mm]27	138Te 52+	Thickness of SUS flat deg [mm]28	140I 53+	Thickness of SUS flat deg [mm]29	139I 53+	Thickness of SUS flat deg [mm]30	141I 53+	Thickness of SUS flat deg [mm]31	139Te 52+	Thickness of SUS flat deg [mm]32	141Te 52+	Thickness of SUS flat deg [mm]33	142Xe 54+	Thickness of SUS flat deg [mm]34	140I 52+	Thickness of SUS flat deg [mm]35	136Sn 50+	Thickness of SUS flat deg [mm]36	138Te 51+	Thickness of SUS flat deg [mm]37	139Sb 51+	Thickness of SUS flat deg [mm]38	139I 52+	Thickness of SUS flat deg [mm]39	143Xe 54+	Thickness of SUS flat deg [mm]40	141I 52+	Thickness of SUS flat deg [mm]41	140I 53+	Thickness of SUS flat deg [mm]42	142Xe 53+	Thickness of SUS flat deg [mm]43	139Te 51+	Thickness of SUS flat deg [mm]44	138Te 52+	Thickness of SUS flat deg [mm]45	137Sb 51+	Thickness of SUS flat deg [mm]46	141Te 51+	Thickness of SUS flat deg [mm]47	142I 53+	Thickness of SUS flat deg [mm]48	140Te 52+	Thickness of SUS flat deg [mm]49	132Sn 50+	Thickness of SUS flat deg [mm]50	141Xe 54+	
0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	2.42545e-14	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0.215854  	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	0.733333	0         	
0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	2.02943e-11	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	3.49691   	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	0.750000	0         	
0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0.0237385 	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	9.45644e-10	0.766667	0         	0.766667	0         	0.766667	0.460498  	0.766667	0         	0.766667	0.00618929	0.766667	0         	0.766667	0         	0.766667	0         	0.766667	0         	
0.783333	0.000236457	0.783333	7.34841e-11	0.783333	2.46915e-11	0.783333	1.55434e-11	0.783333	5.22136e-12	0.783333	5.00008e-05	0.783333	9.20589e-13	0.783333	3.09315e-13	0.783333	2.96242e-06	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	3.25119   	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	5.71865e-05	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	0         	0.783333	5.93413   	0.783333	0         	0.783333	0.909584  	0.783333	0.0532939 	0.783333	0         	0.783333	0         	0.783333	0         	
0.800000	0.0136806 	0.800000	4.37234e-09	0.800000	1.44038e-09	0.800000	9.92116e-10	0.800000	3.26825e-10	0.800000	0.00310433	0.800000	6.31291e-11	0.800000	2.07978e-11	0.800000	0.000197543	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	19.409    	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0.113692  	0.800000	0         	0.800000	0.83192   	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	0         	0.800000	5.56182   	0.800000	2.03704   	0.800000	0         	0.800000	0         	0.800000	0         	
0.816667	0.054664  	0.816667	1.77936e-08	0.816667	5.786e-09 	0.816667	4.32343e-09	0.816667	1.40847e-09	0.816667	0.0133162 	0.816667	2.48968e-10	0.816667	8.12591e-11	0.816667	0.000768832	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0.00654676	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	3.19305   	0.816667	0         	0.816667	9.83419   	0.816667	0.00156793	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	0         	0.816667	4.06288   	0.816667	0.17621   	0.816667	0         	0.816667	0         	
0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	3.40999   	0.833333	0         	0.833333	0         	0.833333	0.209321  	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	3.2836    	0.833333	0         	0.833333	0         	0.833333	0.996787  	0.833333	0         	0.833333	0.0637534 	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	0         	0.833333	2.44785   	0.833333	0         	0.833333	0         	
0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	27.0788   	0.850000	0.0375157 	0.850000	0         	0.850000	11.6731   	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	8.15122   	0.850000	0         	0.850000	3.80395   	0.850000	0.00904076	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	0         	0.850000	7.49215e-12	0.850000	0         	0.850000	0         	
0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0.787262  	0.866667	0         	0.866667	0         	0.866667	4.47545   	0.866667	0         	0.866667	17.5707   	0.866667	0.213887  	0.866667	0.00543187	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	6.44156   	0.866667	1.16827   	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0         	0.866667	0.000548166	
0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	3.37099e-12	0.883333	6.80985e-13	0.883333	0         	0.883333	0         	0.883333	19.7927   	0.883333	0         	0.883333	0         	0.883333	23.2977   	0.883333	0         	0.883333	0         	0.883333	5.70416   	0.883333	2.46484   	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	6.28104   	0.883333	0         	0.883333	0.0150599 	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	0         	0.883333	1.00128   	
0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	4.30132e-10	0.900000	9.512e-11 	0.900000	0         	0.900000	0.829019  	0.900000	2.46107   	0.900000	1.90088e-06	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	1.49948   	0.900000	19.1316   	0.900000	0.196843  	0.900000	0         	0.900000	4.93952e-08	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	1.8196    	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	0         	0.900000	6.69996   	
0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	22.3327   	0.916667	0         	0.916667	4.1114    	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	5.63378   	0.916667	0         	0.916667	1.11349   	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	2.41986   	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	0.916667	0         	
0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0.0603253 	0.933333	0         	0.933333	36.9719   	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0.034937  	0.933333	0         	0.933333	10.4101   	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0         	0.933333	0.522672  	0.933333	0         	
0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	0         	0.950000	4.73713   	0.950000	0         	
0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0         	0.966667	0.92585   	0.966667	0         	
0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0         	0.983333	0.0273197 	0.983333	0         	
1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	0         	1.000000	1.78072e-21	1.000000	0         	
1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	1.016667	0         	
1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	1.033333	0         	
1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	1.050000	0         	
1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	1.066667	0         	
1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	1.083333	0         	
1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	1.100000	0         	
1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	1.116667	0         	
1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	1.133333	0         	
1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	1.150000	0         	
1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	1.166667	0         	
1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	1.183333	0         	
1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	1.200000	0         	
1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	1.216667	0         	
